  r          G(r)    dr      dG(r)
  7.480      3.428   0.0     8.5642
  7.490      2.705   0.0     8.5549
  7.500      2.099   0.0     8.5649
  7.510      1.625   0.0     8.5870
  7.520      1.275   0.0     8.6074
  7.530      1.025   0.0     8.6140
  7.540      0.833   0.0     8.6041
  7.550      0.648   0.0     8.5850
  7.560      0.413   0.0     8.5697
  7.570      0.074   0.0     8.5679
  7.580     -0.412   0.0     8.5805
  7.590     -1.071   0.0     8.5986
  7.600     -1.910   0.0     8.6102
  7.610     -2.909   0.0     8.6072
  7.620     -4.027   0.0     8.5913
  7.630     -5.207   0.0     8.5726
  7.640     -6.374   0.0     8.5634
  7.650     -7.453   0.0     8.5700
  7.660     -8.371   0.0     8.5886
  7.670     -9.068   0.0     8.6071
  7.680     -9.502   0.0     8.6131
  7.690     -9.657   0.0     8.6017
  7.700     -9.543   0.0     8.5791
  7.710     -9.193   0.0     8.5591
  7.720     -8.661   0.0     8.5553
  7.730     -8.012   0.0     8.5718
  7.740     -7.319   0.0     8.6004
  7.750     -6.648   0.0     8.6249
  7.760     -6.051   0.0     8.6306
  7.770     -5.565   0.0     8.6131
  7.780     -5.201   0.0     8.5816
  7.790     -4.948   0.0     8.5537
  7.800     -4.774   0.0     8.5455
  7.810     -4.633   0.0     8.5619
  7.820     -4.472   0.0     8.5936
  7.830     -4.239   0.0     8.6219
  7.840     -3.892   0.0     8.6303
  7.850     -3.408   0.0     8.6137
  7.860     -2.787   0.0     8.5812
  7.870     -2.049   0.0     8.5517
  7.880     -1.242   0.0     8.5423
  7.890     -0.428   0.0     8.5587
  7.900      0.319   0.0     8.5914
  7.910      0.923   0.0     8.6218
  7.920      1.317   0.0     8.6327
  7.930      1.450   0.0     8.6184
  7.940      1.294   0.0     8.5877
  7.950      0.848   0.0     8.5585
  7.960      0.139   0.0     8.5475
  7.970     -0.780   0.0     8.5604
  7.980     -1.838   0.0     8.5888
  7.990     -2.950   0.0     8.6153
  8.000     -4.031   0.0     8.6246
  8.010     -5.000   0.0     8.6116
  8.020     -5.791   0.0     8.5846
  8.030     -6.358   0.0     8.5597
  8.040     -6.681   0.0     8.5515
  8.050     -6.759   0.0     8.5640
  8.060     -6.618   0.0     8.5888
  8.070     -6.294   0.0     8.6107
  8.080     -5.837   0.0     8.6168
  8.090     -5.298   0.0     8.6046
  8.100     -4.724   0.0     8.5830
  8.110     -4.152   0.0     8.5662
  8.120     -3.605   0.0     8.5653
  8.130     -3.093   0.0     8.5810
  8.140     -2.613   0.0     8.6033
  8.150     -2.153   0.0     8.6177
  8.160     -1.695   0.0     8.6144
  8.170     -1.221   0.0     8.5944
  8.180     -0.721   0.0     8.5691
  8.190     -0.194   0.0     8.5533
  8.200      0.351   0.0     8.5565
  8.210      0.891   0.0     8.5770
  8.220      1.393   0.0     8.6025
  8.230      1.818   0.0     8.6183
  8.240      2.124   0.0     8.6156
  8.250      2.274   0.0     8.5967
  8.260      2.241   0.0     8.5740
  8.270      2.009   0.0     8.5619
  8.280      1.580   0.0     8.5683
  8.290      0.974   0.0     8.5893
  8.300      0.224   0.0     8.6119
  8.310     -0.622   0.0     8.6218
  8.320     -1.508   0.0     8.6121
  8.330     -2.376   0.0     8.5876
  8.340     -3.171   0.0     8.5621
  8.350     -3.845   0.0     8.5502
  8.360     -4.360   0.0     8.5588
  8.370     -4.693   0.0     8.5825
  8.380     -4.835   0.0     8.6073
  8.390     -4.788   0.0     8.6189
  8.400     -4.567   0.0     8.6112
  8.410     -4.190   0.0     8.5897
  8.420     -3.683   0.0     8.5680
  8.430     -3.069   0.0     8.5598
  8.440     -2.372   0.0     8.5703
  8.450     -1.612   0.0     8.5933
  8.460     -0.804   0.0     8.6147
  8.470      0.038   0.0     8.6215
  8.480      0.904   0.0     8.6094
  8.490      1.780   0.0     8.5851
  8.500      2.652   0.0     8.5624
  8.510      3.505   0.0     8.5541
  8.520      4.317   0.0     8.5642
  8.530      5.065   0.0     8.5859
  8.540      5.727   0.0     8.6060
  8.550      6.278   0.0     8.6131
  8.560      6.702   0.0     8.6041
  8.570      6.984   0.0     8.5859
  8.580      7.120   0.0     8.5703
  8.590      7.115   0.0     8.5669
  8.600      6.981   0.0     8.5770
  8.610      6.737   0.0     8.5929
  8.620      6.407   0.0     8.6035
  8.630      6.016   0.0     8.6012
  8.640      5.583   0.0     8.5876
  8.650      5.126   0.0     8.5718
  8.660      4.651   0.0     8.5653
  8.670      4.158   0.0     8.5737
  8.680      3.639   0.0     8.5931
  8.690      3.078   0.0     8.6120
  8.700      2.459   0.0     8.6182
  8.710      1.770   0.0     8.6068
  8.720      1.006   0.0     8.5837
  8.730      0.173   0.0     8.5624
  8.740     -0.706   0.0     8.5561
  8.750     -1.595   0.0     8.5694
  8.760     -2.441   0.0     8.5950
  8.770     -3.182   0.0     8.6174
  8.780     -3.749   0.0     8.6225
  8.790     -4.078   0.0     8.6062
  8.800     -4.114   0.0     8.5770
  8.810     -3.820   0.0     8.5520
  8.820     -3.185   0.0     8.5466
  8.830     -2.227   0.0     8.5652
  8.840     -0.993   0.0     8.5980
  8.850      0.440   0.0     8.6262
  8.860      1.973   0.0     8.6333
  8.870      3.492   0.0     8.6141
  8.880      4.879   0.0     8.5788
  8.890      6.022   0.0     8.5471
  8.900      6.825   0.0     8.5373
  8.910      7.222   0.0     8.5555
  8.920      7.179   0.0     8.5917
  8.930      6.700   0.0     8.6257
  8.940      5.828   0.0     8.6389
  8.950      4.637   0.0     8.6243
  8.960      3.227   0.0     8.5908
  8.970      1.714   0.0     8.5577
  8.980      0.219   0.0     8.5438
  8.990     -1.145   0.0     8.5563
  9.000     -2.285   0.0     8.5867
  9.010     -3.132   0.0     8.6162
  9.020     -3.649   0.0     8.6270
  9.030     -3.833   0.0     8.6128
  9.040     -3.712   0.0     8.5820
  9.050     -3.341   0.0     8.5530
  9.060     -2.792   0.0     8.5430
  9.070     -2.145   0.0     8.5581
  9.080     -1.479   0.0     8.5896
  9.090     -0.865   0.0     8.6191
  9.100     -0.354   0.0     8.6301
  9.110      0.025   0.0     8.6171
  9.120      0.266   0.0     8.5886
  9.130      0.386   0.0     8.5619
  9.140      0.422   0.0     8.5529
  9.150      0.421   0.0     8.5666
  9.160      0.439   0.0     8.5940
  9.170      0.526   0.0     8.6181
  9.180      0.727   0.0     8.6244
  9.190      1.068   0.0     8.6091
  9.200      1.559   0.0     8.5813
  9.210      2.192   0.0     8.5575
  9.220      2.939   0.0     8.5518
  9.230      3.758   0.0     8.5670
  9.240      4.600   0.0     8.5934
  9.250      5.409   0.0     8.6146
  9.260      6.133   0.0     8.6178
  9.270      6.730   0.0     8.6012
  9.280      7.166   0.0     8.5751
  9.290      7.424   0.0     8.5554
  9.300      7.502   0.0     8.5546
  9.310      7.411   0.0     8.5738
  9.320      7.174   0.0     8.6019
  9.330      6.821   0.0     8.6229
  9.340      6.386   0.0     8.6250
  9.350      5.903   0.0     8.6074
  9.360      5.402   0.0     8.5808
  9.370      4.904   0.0     8.5608
  9.380      4.425   0.0     8.5586
  9.390      3.970   0.0     8.5743
  9.400      3.539   0.0     8.5973
  9.410      3.127   0.0     8.6130
  9.420      2.723   0.0     8.6117
  9.430      2.319   0.0     8.5944
  9.440      1.909   0.0     8.5721
  9.450      1.487   0.0     8.5587
  9.460      1.055   0.0     8.5629
  9.470      0.619   0.0     8.5824
  9.480      0.186   0.0     8.6057
  9.490     -0.233   0.0     8.6190
  9.500     -0.629   0.0     8.6146
  9.510     -0.993   0.0     8.5954
  9.520     -1.323   0.0     8.5731
  9.530     -1.619   0.0     8.5610
  9.540     -1.889   0.0     8.5662
  9.550     -2.146   0.0     8.5849
  9.560     -2.407   0.0     8.6050
  9.570     -2.692   0.0     8.6140
  9.580     -3.020   0.0     8.6062
  9.590     -3.409   0.0     8.5864
  9.600     -3.874   0.0     8.5667
  9.610     -4.420   0.0     8.5595
  9.620     -5.048   0.0     8.5694
  9.630     -5.751   0.0     8.5906
  9.640     -6.512   0.0     8.6102
  9.650     -7.309   0.0     8.6164
  9.660     -8.115   0.0     8.6052
  9.670     -8.900   0.0     8.5834
  9.680     -9.633   0.0     8.5639
  9.690    -10.285   0.0     8.5586
  9.700    -10.830   0.0     8.5708
  9.710    -11.246   0.0     8.5932
  9.720    -11.516   0.0     8.6125
  9.730    -11.631   0.0     8.6173
  9.740    -11.585   0.0     8.6049
  9.750    -11.378   0.0     8.5828
  9.760    -11.014   0.0     8.5643
  9.770    -10.501   0.0     8.5601
  9.780     -9.848   0.0     8.5726
  9.790     -9.065   0.0     8.5938
  9.800     -8.164   0.0     8.6108
  9.810     -7.157   0.0     8.6136
  9.820     -6.055   0.0     8.6011
  9.830     -4.872   0.0     8.5813
  9.840     -3.621   0.0     8.5667
  9.850     -2.319   0.0     8.5663
  9.860     -0.981   0.0     8.5802
  9.870      0.373   0.0     8.5993
  9.880      1.722   0.0     8.6114
  9.890      3.042   0.0     8.6087
  9.900      4.309   0.0     8.5923
  9.910      5.496   0.0     8.5720
  9.920      6.577   0.0     8.5602
  9.930      7.528   0.0     8.5644
  9.940      8.323   0.0     8.5823
  9.950      8.943   0.0     8.6033
  9.960      9.370   0.0     8.6149
  9.970      9.593   0.0     8.6103
  9.980      9.607   0.0     8.5923
  9.990      9.412   0.0     8.5719
 10.000      9.017   0.0     8.5616
 10.010      8.436   0.0     8.5674
 10.020      7.692   0.0     8.5858
 10.030      6.813   0.0     8.6052
 10.040      5.832   0.0     8.6136
 10.050      4.786   0.0     8.6057
 10.060      3.716   0.0     8.5861
 10.070      2.659   0.0     8.5669
 10.080      1.655   0.0     8.5599
 10.090      0.735   0.0     8.5698
 10.100     -0.072   0.0     8.5908
 10.110     -0.747   0.0     8.6103
 10.120     -1.279   0.0     8.6166
 10.130     -1.666   0.0     8.6057
 10.140     -1.913   0.0     8.5841
 10.150     -2.037   0.0     8.5648
 10.160     -2.057   0.0     8.5596
 10.170     -2.000   0.0     8.5719
 10.180     -1.893   0.0     8.5942
 10.190     -1.762   0.0     8.6130
 10.200     -1.630   0.0     8.6166
 10.210     -1.516   0.0     8.6024
 10.220     -1.430   0.0     8.5784
 10.230     -1.378   0.0     8.5586
 10.240     -1.354   0.0     8.5551
 10.250     -1.349   0.0     8.5702
 10.260     -1.347   0.0     8.5953
 10.270     -1.331   0.0     8.6159
 10.280     -1.281   0.0     8.6202
 10.290     -1.181   0.0     8.6058
 10.300     -1.020   0.0     8.5814
 10.310     -0.790   0.0     8.5615
 10.320     -0.492   0.0     8.5576
 10.330     -0.135   0.0     8.5718
 10.340      0.267   0.0     8.5951
 10.350      0.695   0.0     8.6133
 10.360      1.126   0.0     8.6156
 10.370      1.538   0.0     8.6008
 10.380      1.908   0.0     8.5779
 10.390      2.220   0.0     8.5611
 10.400      2.462   0.0     8.5609
 10.410      2.628   0.0     8.5777
 10.420      2.719   0.0     8.6015
 10.430      2.745   0.0     8.6180
 10.440      2.716   0.0     8.6170
 10.450      2.647   0.0     8.5984
 10.460      2.554   0.0     8.5728
 10.470      2.449   0.0     8.5546
 10.480      2.341   0.0     8.5545
 10.490      2.233   0.0     8.5724
 10.500      2.122   0.0     8.5980
 10.510      1.999   0.0     8.6168
 10.520      1.850   0.0     8.6185
 10.530      1.659   0.0     8.6029
 10.540      1.409   0.0     8.5796
 10.550      1.088   0.0     8.5625
 10.560      0.688   0.0     8.5612
 10.570      0.212   0.0     8.5761
 10.580     -0.329   0.0     8.5976
 10.590     -0.909   0.0     8.6130
 10.600     -1.495   0.0     8.6134
 10.610     -2.041   0.0     8.5990
 10.620     -2.496   0.0     8.5784
 10.630     -2.806   0.0     8.5638
 10.640     -2.920   0.0     8.5631
 10.650     -2.792   0.0     8.5760
 10.660     -2.389   0.0     8.5943
 10.670     -1.694   0.0     8.6072
 10.680     -0.709   0.0     8.6081
 10.690      0.543   0.0     8.5978
 10.700      2.018   0.0     8.5838
 10.710      3.652   0.0     8.5749
 10.720      5.366   0.0     8.5759
 10.730      7.068   0.0     8.5850
 10.740      8.663   0.0     8.5949
 10.750     10.056   0.0     8.5983
 10.760     11.159   0.0     8.5927
 10.770     11.901   0.0     8.5820
 10.780     12.229   0.0     8.5739
 10.790     12.116   0.0     8.5748
 10.800     11.559   0.0     8.5852
 10.810     10.582   0.0     8.5991
 10.820      9.232   0.0     8.6078
 10.830      7.578   0.0     8.6053
 10.840      5.702   0.0     8.5923
 10.850      3.697   0.0     8.5762
 10.860      1.653   0.0     8.5669
 10.870     -0.342   0.0     8.5704
 10.880     -2.212   0.0     8.5849
 10.890     -3.900   0.0     8.6016
 10.900     -5.366   0.0     8.6103
 10.910     -6.592   0.0     8.6052
 10.920     -7.581   0.0     8.5890
 10.930     -8.351   0.0     8.5714
 10.940     -8.934   0.0     8.5636
 10.950     -9.371   0.0     8.5710
 10.960     -9.703   0.0     8.5898
 10.970     -9.970   0.0     8.6087
 10.980    -10.203   0.0     8.6161
 10.990    -10.420   0.0     8.6068
 11.000    -10.630   0.0     8.5853
 11.010    -10.826   0.0     8.5642
 11.020    -10.992   0.0     8.5562
 11.030    -11.103   0.0     8.5668
 11.040    -11.131   0.0     8.5905
 11.050    -11.048   0.0     8.6137
 11.060    -10.833   0.0     8.6227
 11.070    -10.473   0.0     8.6115
 11.080     -9.966   0.0     8.5859
 11.090     -9.323   0.0     8.5603
 11.100     -8.566   0.0     8.5496
 11.110     -7.725   0.0     8.5604
 11.120     -6.838   0.0     8.5870
 11.130     -5.939   0.0     8.6143
 11.140     -5.064   0.0     8.6271
 11.150     -4.236   0.0     8.6179
 11.160     -3.469   0.0     8.5920
 11.170     -2.767   0.0     8.5640
 11.180     -2.116   0.0     8.5498
 11.190     -1.495   0.0     8.5572
 11.200     -0.876   0.0     8.5817
 11.210     -0.226   0.0     8.6091
 11.220      0.485   0.0     8.6237
 11.230      1.279   0.0     8.6180
 11.240      2.166   0.0     8.5958
 11.250      3.142   0.0     8.5705
 11.260      4.186   0.0     8.5567
 11.270      5.263   0.0     8.5618
 11.280      6.324   0.0     8.5818
 11.290      7.314   0.0     8.6040
 11.300      8.172   0.0     8.6148
 11.310      8.843   0.0     8.6079
 11.320      9.281   0.0     8.5878
 11.330      9.453   0.0     8.5672
 11.340      9.344   0.0     8.5589
 11.350      8.960   0.0     8.5684
 11.360      8.325   0.0     8.5903
 11.370      7.479   0.0     8.6116
 11.380      6.476   0.0     8.6198
 11.390      5.378   0.0     8.6099
 11.400      4.246   0.0     8.5875
 11.410      3.138   0.0     8.5657
 11.420      2.105   0.0     8.5572
 11.430      1.184   0.0     8.5666
 11.440      0.398   0.0     8.5881
 11.450     -0.243   0.0     8.6087
 11.460     -0.742   0.0     8.6162
 11.470     -1.113   0.0     8.6063
 11.480     -1.372   0.0     8.5848
 11.490     -1.541   0.0     8.5647
 11.500     -1.638   0.0     8.5579
 11.510     -1.677   0.0     8.5687
 11.520     -1.665   0.0     8.5910
 11.530     -1.604   0.0     8.6121
 11.540     -1.491   0.0     8.6201
 11.550     -1.320   0.0     8.6106
 11.560     -1.085   0.0     8.5892
 11.570     -0.784   0.0     8.5678
 11.580     -0.418   0.0     8.5580
 11.590      0.000   0.0     8.5644
 11.600      0.453   0.0     8.5822
 11.610      0.913   0.0     8.6008
 11.620      1.350   0.0     8.6099
 11.630      1.728   0.0     8.6054
 11.640      2.016   0.0     8.5915
 11.650      2.185   0.0     8.5773
 11.660      2.217   0.0     8.5716
 11.670      2.102   0.0     8.5773
 11.680      1.847   0.0     8.5903
 11.690      1.466   0.0     8.6023
 11.700      0.987   0.0     8.6057
 11.710      0.443   0.0     8.5988
 11.720     -0.129   0.0     8.5855
 11.730     -0.692   0.0     8.5735
 11.740     -1.215   0.0     8.5692
 11.750     -1.676   0.0     8.5739
 11.760     -2.062   0.0     8.5839
 11.770     -2.375   0.0     8.5929
 11.780     -2.623   0.0     8.5963
 11.790     -2.827   0.0     8.5936
 11.800     -3.011   0.0     8.5886
 11.810     -3.201   0.0     8.5859
 11.820     -3.423   0.0     8.5878
 11.830     -3.694   0.0     8.5926
 11.840     -4.022   0.0     8.5960
 11.850     -4.409   0.0     8.5942
 11.860     -4.843   0.0     8.5870
 11.870     -5.304   0.0     8.5780
 11.880     -5.767   0.0     8.5731
 11.890     -6.202   0.0     8.5760
 11.900     -6.581   0.0     8.5859
 11.910     -6.878   0.0     8.5971
 11.920     -7.077   0.0     8.6030
 11.930     -7.165   0.0     8.5995
 11.940     -7.143   0.0     8.5885
 11.950     -7.016   0.0     8.5764
 11.960     -6.798   0.0     8.5709
 11.970     -6.507   0.0     8.5761
 11.980     -6.159   0.0     8.5892
 11.990     -5.772   0.0     8.6026
 12.000     -5.358   0.0     8.6077
 12.010     -4.924   0.0     8.6008
 12.020     -4.471   0.0     8.5852
 12.030     -3.997   0.0     8.5700
 12.040     -3.493   0.0     8.5645
 12.050     -2.951   0.0     8.5726
 12.060     -2.363   0.0     8.5903
 12.070     -1.728   0.0     8.6074
 12.080     -1.047   0.0     8.6137
 12.090     -0.331   0.0     8.6050
 12.100      0.403   0.0     8.5858
 12.110      1.133   0.0     8.5669
 12.120      1.829   0.0     8.5596
 12.130      2.462   0.0     8.5685
 12.140      3.006   0.0     8.5889
 12.150      3.436   0.0     8.6093
 12.160      3.737   0.0     8.6177
 12.170      3.904   0.0     8.6094
 12.180      3.940   0.0     8.5887
 12.190      3.860   0.0     8.5675
 12.200      3.689   0.0     8.5581
 12.210      3.456   0.0     8.5657
 12.220      3.196   0.0     8.5859
 12.230      2.942   0.0     8.6069
 12.240      2.725   0.0     8.6165
 12.250      2.572   0.0     8.6092
 12.260      2.499   0.0     8.5895
 12.270      2.516   0.0     8.5690
 12.280      2.621   0.0     8.5598
 12.290      2.804   0.0     8.5675
 12.300      3.050   0.0     8.5873
 12.310      3.337   0.0     8.6077
 12.320      3.641   0.0     8.6167
 12.330      3.939   0.0     8.6092
 12.340      4.207   0.0     8.5898
 12.350      4.427   0.0     8.5701
 12.360      4.584   0.0     8.5616
 12.370      4.669   0.0     8.5693
 12.380      4.676   0.0     8.5885
 12.390      4.605   0.0     8.6077
 12.400      4.458   0.0     8.6154
 12.410      4.241   0.0     8.6071
 12.420      3.963   0.0     8.5874
 12.430      3.633   0.0     8.5677
 12.440      3.262   0.0     8.5591
 12.450      2.864   0.0     8.5662
 12.460      2.453   0.0     8.5844
 12.470      2.045   0.0     8.6029
 12.480      1.656   0.0     8.6111
 12.490      1.305   0.0     8.6050
 12.500      1.009   0.0     8.5890
 12.510      0.786   0.0     8.5734
 12.520      0.649   0.0     8.5677
 12.530      0.610   0.0     8.5754
 12.540      0.676   0.0     8.5915
 12.550      0.847   0.0     8.6062
 12.560      1.116   0.0     8.6106
 12.570      1.469   0.0     8.6020
 12.580      1.887   0.0     8.5856
 12.590      2.344   0.0     8.5710
 12.600      2.810   0.0     8.5664
 12.610      3.255   0.0     8.5739
 12.620      3.648   0.0     8.5886
 12.630      3.963   0.0     8.6013
 12.640      4.180   0.0     8.6047
 12.650      4.284   0.0     8.5976
 12.660      4.274   0.0     8.5851
 12.670      4.154   0.0     8.5755
 12.680      3.940   0.0     8.5748
 12.690      3.656   0.0     8.5833
 12.700      3.332   0.0     8.5952
 12.710      3.001   0.0     8.6025
 12.720      2.697   0.0     8.6005
 12.730      2.453   0.0     8.5903
 12.740      2.293   0.0     8.5784
 12.750      2.235   0.0     8.5724
 12.760      2.285   0.0     8.5766
 12.770      2.438   0.0     8.5885
 12.780      2.677   0.0     8.6007
 12.790      2.973   0.0     8.6056
 12.800      3.287   0.0     8.5997
 12.810      3.577   0.0     8.5864
 12.820      3.794   0.0     8.5736
 12.830      3.895   0.0     8.5693
 12.840      3.837   0.0     8.5764
 12.850      3.593   0.0     8.5908
 12.860      3.146   0.0     8.6037
 12.870      2.496   0.0     8.6071
 12.880      1.661   0.0     8.5987
 12.890      0.677   0.0     8.5832
 12.900     -0.406   0.0     8.5698
 12.910     -1.523   0.0     8.5666
 12.920     -2.602   0.0     8.5756
 12.930     -3.568   0.0     8.5915
 12.940     -4.348   0.0     8.6047
 12.950     -4.881   0.0     8.6073
 12.960     -5.121   0.0     8.5979
 12.970     -5.040   0.0     8.5823
 12.980     -4.635   0.0     8.5702
 12.990     -3.924   0.0     8.5693
 13.000     -2.953   0.0     8.5804
 13.010     -1.783   0.0     8.5968
 13.020     -0.492   0.0     8.6084
 13.030      0.834   0.0     8.6076
 13.040      2.107   0.0     8.5943
 13.050      3.246   0.0     8.5759
 13.060      4.182   0.0     8.5631
 13.070      4.866   0.0     8.5635
 13.080      5.268   0.0     8.5772
 13.090      5.383   0.0     8.5964
 13.100      5.229   0.0     8.6099
 13.110      4.842   0.0     8.6101
 13.120      4.273   0.0     8.5970
 13.130      3.582   0.0     8.5785
 13.140      2.832   0.0     8.5656
 13.150      2.078   0.0     8.5657
 13.160      1.368   0.0     8.5784
 13.170      0.736   0.0     8.5959
 13.180      0.199   0.0     8.6074
 13.190     -0.242   0.0     8.6062
 13.200     -0.598   0.0     8.5936
 13.210     -0.894   0.0     8.5776
 13.220     -1.158   0.0     8.5686
 13.230     -1.421   0.0     8.5726
 13.240     -1.709   0.0     8.5875
 13.250     -2.041   0.0     8.6041
 13.260     -2.425   0.0     8.6118
 13.270     -2.857   0.0     8.6054
 13.280     -3.323   0.0     8.5878
 13.290     -3.801   0.0     8.5691
 13.300     -4.260   0.0     8.5605
 13.310     -4.673   0.0     8.5675
 13.320     -5.009   0.0     8.5863
 13.330     -5.249   0.0     8.6062
 13.340     -5.378   0.0     8.6157
 13.350     -5.393   0.0     8.6092
 13.360     -5.300   0.0     8.5906
 13.370     -5.113   0.0     8.5707
 13.380     -4.852   0.0     8.5616
 13.390     -4.538   0.0     8.5687
 13.400     -4.194   0.0     8.5881
 13.410     -3.837   0.0     8.6084
 13.420     -3.480   0.0     8.6173
 13.430     -3.128   0.0     8.6095
 13.440     -2.781   0.0     8.5891
 13.450     -2.435   0.0     8.5676
 13.460     -2.084   0.0     8.5575
 13.470     -1.720   0.0     8.5648
 13.480     -1.342   0.0     8.5854
 13.490     -0.952   0.0     8.6075
 13.500     -0.560   0.0     8.6187
 13.510     -0.184   0.0     8.6126
 13.520      0.154   0.0     8.5929
 13.530      0.427   0.0     8.5705
 13.540      0.611   0.0     8.5580
 13.550      0.682   0.0     8.5617
 13.560      0.627   0.0     8.5790
 13.570      0.441   0.0     8.5995
 13.580      0.132   0.0     8.6116
 13.590     -0.279   0.0     8.6090
 13.600     -0.760   0.0     8.5942
 13.610     -1.270   0.0     8.5765
 13.620     -1.765   0.0     8.5664
 13.630     -2.202   0.0     8.5695
 13.640     -2.543   0.0     8.5835
 13.650     -2.761   0.0     8.5996
 13.660     -2.842   0.0     8.6084
 13.670     -2.790   0.0     8.6051
 13.680     -2.622   0.0     8.5922
 13.690     -2.372   0.0     8.5775
 13.700     -2.081   0.0     8.5695
 13.710     -1.798   0.0     8.5723
 13.720     -1.572   0.0     8.5834
 13.730     -1.444   0.0     8.5956
 13.740     -1.446   0.0     8.6016
 13.750     -1.597   0.0     8.5986
 13.760     -1.897   0.0     8.5894
 13.770     -2.333   0.0     8.5804
 13.780     -2.876   0.0     8.5776
 13.790     -3.485   0.0     8.5826
 13.800     -4.115   0.0     8.5918
 13.810     -4.717   0.0     8.5990
 13.820     -5.246   0.0     8.5993
 13.830     -5.665   0.0     8.5922
 13.840     -5.947   0.0     8.5821
 13.850     -6.077   0.0     8.5751
 13.860     -6.051   0.0     8.5756
 13.870     -5.875   0.0     8.5831
 13.880     -5.565   0.0     8.5928
 13.890     -5.139   0.0     8.5988
 13.900     -4.619   0.0     8.5977
 13.910     -4.022   0.0     8.5908
 13.920     -3.363   0.0     8.5831
 13.930     -2.653   0.0     8.5802
 13.940     -1.896   0.0     8.5841
 13.950     -1.095   0.0     8.5924
 13.960     -0.248   0.0     8.5992
 13.970      0.642   0.0     8.5991
 13.980      1.571   0.0     8.5910
 13.990      2.529   0.0     8.5789
 14.000      3.501   0.0     8.5700
 14.010      4.461   0.0     8.5701
 14.020      5.382   0.0     8.5800
 14.030      6.230   0.0     8.5948
 14.040      6.972   0.0     8.6065
 14.050      7.578   0.0     8.6085
 14.060      8.022   0.0     8.5999
 14.070      8.289   0.0     8.5857
 14.080      8.373   0.0     8.5741
 14.090      8.280   0.0     8.5715
 14.100      8.026   0.0     8.5790
 14.110      7.636   0.0     8.5915
 14.120      7.140   0.0     8.6009
 14.130      6.573   0.0     8.6014
 14.140      5.965   0.0     8.5926
 14.150      5.344   0.0     8.5801
 14.160      4.730   0.0     8.5719
 14.170      4.134   0.0     8.5734
 14.180      3.559   0.0     8.5841
 14.190      2.998   0.0     8.5976
 14.200      2.442   0.0     8.6054
 14.210      1.875   0.0     8.6024
 14.220      1.286   0.0     8.5896
 14.230      0.664   0.0     8.5744
 14.240      0.008   0.0     8.5654
 14.250     -0.678   0.0     8.5682
 14.260     -1.377   0.0     8.5813
 14.270     -2.069   0.0     8.5973
 14.280     -2.725   0.0     8.6072
 14.290     -3.313   0.0     8.6058
 14.300     -3.803   0.0     8.5944
 14.310     -4.168   0.0     8.5805
 14.320     -4.391   0.0     8.5725
 14.330     -4.462   0.0     8.5752
 14.340     -4.386   0.0     8.5865
 14.350     -4.177   0.0     8.5991
 14.360     -3.862   0.0     8.6047
 14.370     -3.476   0.0     8.5996
 14.380     -3.056   0.0     8.5867
 14.390     -2.644   0.0     8.5739
 14.400     -2.276   0.0     8.5695
 14.410     -1.984   0.0     8.5765
 14.420     -1.789   0.0     8.5910
 14.430     -1.702   0.0     8.6043
 14.440     -1.723   0.0     8.6082
 14.450     -1.839   0.0     8.6000
 14.460     -2.032   0.0     8.5843
 14.470     -2.276   0.0     8.5706
 14.480     -2.541   0.0     8.5673
 14.490     -2.801   0.0     8.5767
 14.500     -3.031   0.0     8.5935
 14.510     -3.212   0.0     8.6075
 14.520     -3.334   0.0     8.6101
 14.530     -3.394   0.0     8.5992
 14.540     -3.398   0.0     8.5806
 14.550     -3.355   0.0     8.5651
 14.560     -3.282   0.0     8.5621
 14.570     -3.196   0.0     8.5737
 14.580     -3.114   0.0     8.5936
 14.590     -3.049   0.0     8.6108
 14.600     -3.011   0.0     8.6154
 14.610     -3.005   0.0     8.6051
 14.620     -3.028   0.0     8.5858
 14.630     -3.075   0.0     8.5684
 14.640     -3.134   0.0     8.5627
 14.650     -3.191   0.0     8.5714
 14.660     -3.232   0.0     8.5888
 14.670     -3.243   0.0     8.6045
 14.680     -3.210   0.0     8.6091
 14.690     -3.125   0.0     8.6004
 14.700     -2.981   0.0     8.5840
 14.710     -2.776   0.0     8.5697
 14.720     -2.511   0.0     8.5664
 14.730     -2.189   0.0     8.5759
 14.740     -1.814   0.0     8.5925
 14.750     -1.392   0.0     8.6064
 14.760     -0.929   0.0     8.6096
 14.770     -0.432   0.0     8.6005
 14.780      0.095   0.0     8.5848
 14.790      0.646   0.0     8.5716
 14.800      1.212   0.0     8.5681
 14.810      1.786   0.0     8.5756
 14.820      2.357   0.0     8.5884
 14.830      2.911   0.0     8.5983
 14.840      3.433   0.0     8.5993
 14.850      3.906   0.0     8.5917
 14.860      4.312   0.0     8.5813
 14.870      4.635   0.0     8.5758
 14.880      4.860   0.0     8.5796
 14.890      4.980   0.0     8.5909
 14.900      4.992   0.0     8.6024
 14.910      4.903   0.0     8.6061
 14.920      4.729   0.0     8.5984
 14.930      4.491   0.0     8.5827
 14.940      4.222   0.0     8.5676
 14.950      3.956   0.0     8.5621
 14.960      3.730   0.0     8.5701
 14.970      3.577   0.0     8.5878
 14.980      3.525   0.0     8.6056
 14.990      3.593   0.0     8.6139
 15.000      3.785   0.0     8.6084
 15.010      4.094   0.0     8.5926
 15.020      4.494   0.0     8.5758
