  r          G(r)    dr      dG(r)
  7.490      1.850   0.0     0.3865
  7.500      1.965   0.0     0.3873
  7.510      2.180   0.0     0.3886
  7.520      2.464   0.0     0.3896
  7.530      2.773   0.0     0.3899
  7.540      3.055   0.0     0.3891
  7.550      3.256   0.0     0.3879
  7.560      3.327   0.0     0.3869
  7.570      3.230   0.0     0.3868
  7.580      2.943   0.0     0.3875
  7.590      2.466   0.0     0.3887
  7.600      1.815   0.0     0.3896
  7.610      1.028   0.0     0.3897
  7.620      0.155   0.0     0.3890
  7.630     -0.744   0.0     0.3879
  7.640     -1.609   0.0     0.3872
  7.650     -2.385   0.0     0.3872
  7.660     -3.031   0.0     0.3879
  7.670     -3.521   0.0     0.3888
  7.680     -3.847   0.0     0.3894
  7.690     -4.022   0.0     0.3891
  7.700     -4.073   0.0     0.3883
  7.710     -4.038   0.0     0.3874
  7.720     -3.959   0.0     0.3870
  7.730     -3.878   0.0     0.3875
  7.740     -3.827   0.0     0.3885
  7.750     -3.824   0.0     0.3896
  7.760     -3.875   0.0     0.3899
  7.770     -3.966   0.0     0.3893
  7.780     -4.071   0.0     0.3882
  7.790     -4.155   0.0     0.3871
  7.800     -4.180   0.0     0.3867
  7.810     -4.109   0.0     0.3873
  7.820     -3.916   0.0     0.3885
  7.830     -3.589   0.0     0.3897
  7.840     -3.131   0.0     0.3900
  7.850     -2.564   0.0     0.3894
  7.860     -1.927   0.0     0.3881
  7.870     -1.268   0.0     0.3869
  7.880     -0.643   0.0     0.3865
  7.890     -0.104   0.0     0.3871
  7.900      0.302   0.0     0.3884
  7.910      0.541   0.0     0.3896
  7.920      0.597   0.0     0.3900
  7.930      0.471   0.0     0.3894
  7.940      0.183   0.0     0.3882
  7.950     -0.235   0.0     0.3871
  7.960     -0.739   0.0     0.3868
  7.970     -1.285   0.0     0.3874
  7.980     -1.829   0.0     0.3885
  7.990     -2.333   0.0     0.3895
  8.000     -2.773   0.0     0.3898
  8.010     -3.137   0.0     0.3891
  8.020     -3.423   0.0     0.3880
  8.030     -3.644   0.0     0.3871
  8.040     -3.814   0.0     0.3869
  8.050     -3.951   0.0     0.3875
  8.060     -4.071   0.0     0.3886
  8.070     -4.182   0.0     0.3894
  8.080     -4.283   0.0     0.3895
  8.090     -4.364   0.0     0.3889
  8.100     -4.406   0.0     0.3878
  8.110     -4.386   0.0     0.3872
  8.120     -4.280   0.0     0.3872
  8.130     -4.069   0.0     0.3880
  8.140     -3.743   0.0     0.3891
  8.150     -3.304   0.0     0.3896
  8.160     -2.769   0.0     0.3894
  8.170     -2.168   0.0     0.3884
  8.180     -1.542   0.0     0.3873
  8.190     -0.943   0.0     0.3867
  8.200     -0.420   0.0     0.3870
  8.210     -0.021   0.0     0.3880
  8.220      0.220   0.0     0.3892
  8.230      0.281   0.0     0.3899
  8.240      0.158   0.0     0.3897
  8.250     -0.134   0.0     0.3887
  8.260     -0.566   0.0     0.3876
  8.270     -1.094   0.0     0.3871
  8.280     -1.670   0.0     0.3874
  8.290     -2.247   0.0     0.3883
  8.300     -2.781   0.0     0.3893
  8.310     -3.241   0.0     0.3897
  8.320     -3.610   0.0     0.3893
  8.330     -3.885   0.0     0.3882
  8.340     -4.077   0.0     0.3871
  8.350     -4.206   0.0     0.3867
  8.360     -4.297   0.0     0.3871
  8.370     -4.374   0.0     0.3882
  8.380     -4.454   0.0     0.3893
  8.390     -4.543   0.0     0.3898
  8.400     -4.636   0.0     0.3893
  8.410     -4.710   0.0     0.3883
  8.420     -4.734   0.0     0.3874
  8.430     -4.669   0.0     0.3871
  8.440     -4.475   0.0     0.3877
  8.450     -4.116   0.0     0.3888
  8.460     -3.569   0.0     0.3896
  8.470     -2.826   0.0     0.3898
  8.480     -1.897   0.0     0.3891
  8.490     -0.813   0.0     0.3879
  8.500      0.381   0.0     0.3869
  8.510      1.628   0.0     0.3867
  8.520      2.864   0.0     0.3874
  8.530      4.028   0.0     0.3886
  8.540      5.070   0.0     0.3895
  8.550      5.950   0.0     0.3897
  8.560      6.651   0.0     0.3890
  8.570      7.170   0.0     0.3880
  8.580      7.526   0.0     0.3872
  8.590      7.746   0.0     0.3871
  8.600      7.865   0.0     0.3879
  8.610      7.920   0.0     0.3889
  8.620      7.937   0.0     0.3895
  8.630      7.930   0.0     0.3894
  8.640      7.899   0.0     0.3885
  8.650      7.824   0.0     0.3875
  8.660      7.674   0.0     0.3869
  8.670      7.408   0.0     0.3871
  8.680      6.981   0.0     0.3881
  8.690      6.358   0.0     0.3892
  8.700      5.515   0.0     0.3899
  8.710      4.451   0.0     0.3896
  8.720      3.189   0.0     0.3885
  8.730      1.778   0.0     0.3873
  8.740      0.288   0.0     0.3867
  8.750     -1.189   0.0     0.3871
  8.760     -2.558   0.0     0.3882
  8.770     -3.723   0.0     0.3894
  8.780     -4.600   0.0     0.3899
  8.790     -5.128   0.0     0.3895
  8.800     -5.276   0.0     0.3884
  8.810     -5.046   0.0     0.3872
  8.820     -4.473   0.0     0.3867
  8.830     -3.626   0.0     0.3872
  8.840     -2.593   0.0     0.3884
  8.850     -1.481   0.0     0.3897
  8.860     -0.399   0.0     0.3901
  8.870      0.555   0.0     0.3895
  8.880      1.295   0.0     0.3881
  8.890      1.765   0.0     0.3867
  8.900      1.935   0.0     0.3862
  8.910      1.807   0.0     0.3868
  8.920      1.410   0.0     0.3883
  8.930      0.796   0.0     0.3897
  8.940      0.030   0.0     0.3904
  8.950     -0.814   0.0     0.3899
  8.960     -1.669   0.0     0.3886
  8.970     -2.474   0.0     0.3872
  8.980     -3.184   0.0     0.3865
  8.990     -3.772   0.0     0.3870
  9.000     -4.227   0.0     0.3882
  9.010     -4.555   0.0     0.3894
  9.020     -4.772   0.0     0.3899
  9.030     -4.901   0.0     0.3895
  9.040     -4.962   0.0     0.3883
  9.050     -4.976   0.0     0.3870
  9.060     -4.955   0.0     0.3865
  9.070     -4.900   0.0     0.3869
  9.080     -4.808   0.0     0.3881
  9.090     -4.668   0.0     0.3893
  9.100     -4.465   0.0     0.3898
  9.110     -4.187   0.0     0.3894
  9.120     -3.824   0.0     0.3884
  9.130     -3.375   0.0     0.3874
  9.140     -2.844   0.0     0.3871
  9.150     -2.246   0.0     0.3875
  9.160     -1.602   0.0     0.3885
  9.170     -0.935   0.0     0.3893
  9.180     -0.270   0.0     0.3895
  9.190      0.371   0.0     0.3889
  9.200      0.974   0.0     0.3879
  9.210      1.532   0.0     0.3871
  9.220      2.048   0.0     0.3870
  9.230      2.531   0.0     0.3876
  9.240      2.997   0.0     0.3886
  9.250      3.465   0.0     0.3894
  9.260      3.949   0.0     0.3895
  9.270      4.461   0.0     0.3889
  9.280      5.001   0.0     0.3879
  9.290      5.561   0.0     0.3872
  9.300      6.122   0.0     0.3872
  9.310      6.656   0.0     0.3879
  9.320      7.127   0.0     0.3888
  9.330      7.499   0.0     0.3894
  9.340      7.740   0.0     0.3892
  9.350      7.824   0.0     0.3885
  9.360      7.735   0.0     0.3876
  9.370      7.474   0.0     0.3871
  9.380      7.054   0.0     0.3874
  9.390      6.500   0.0     0.3883
  9.400      5.849   0.0     0.3892
  9.410      5.143   0.0     0.3896
  9.420      4.422   0.0     0.3893
  9.430      3.726   0.0     0.3883
  9.440      3.082   0.0     0.3874
  9.450      2.508   0.0     0.3870
  9.460      2.008   0.0     0.3875
  9.470      1.572   0.0     0.3885
  9.480      1.181   0.0     0.3894
  9.490      0.807   0.0     0.3897
  9.500      0.423   0.0     0.3892
  9.510      0.001   0.0     0.3881
  9.520     -0.479   0.0     0.3871
  9.530     -1.028   0.0     0.3868
  9.540     -1.644   0.0     0.3874
  9.550     -2.315   0.0     0.3885
  9.560     -3.017   0.0     0.3895
  9.570     -3.720   0.0     0.3898
  9.580     -4.390   0.0     0.3892
  9.590     -4.994   0.0     0.3881
  9.600     -5.504   0.0     0.3871
  9.610     -5.897   0.0     0.3868
  9.620     -6.164   0.0     0.3875
  9.630     -6.302   0.0     0.3886
  9.640     -6.320   0.0     0.3896
  9.650     -6.233   0.0     0.3899
  9.660     -6.061   0.0     0.3892
  9.670     -5.824   0.0     0.3880
  9.680     -5.541   0.0     0.3870
  9.690     -5.226   0.0     0.3868
  9.700     -4.887   0.0     0.3875
  9.710     -4.527   0.0     0.3886
  9.720     -4.141   0.0     0.3895
  9.730     -3.721   0.0     0.3897
  9.740     -3.258   0.0     0.3890
  9.750     -2.745   0.0     0.3878
  9.760     -2.173   0.0     0.3870
  9.770     -1.544   0.0     0.3869
  9.780     -0.862   0.0     0.3877
  9.790     -0.135   0.0     0.3889
  9.800      0.620   0.0     0.3898
  9.810      1.388   0.0     0.3899
  9.820      2.151   0.0     0.3891
  9.830      2.891   0.0     0.3879
  9.840      3.595   0.0     0.3870
  9.850      4.253   0.0     0.3869
  9.860      4.858   0.0     0.3876
  9.870      5.408   0.0     0.3887
  9.880      5.901   0.0     0.3896
  9.890      6.335   0.0     0.3897
  9.900      6.707   0.0     0.3890
  9.910      7.008   0.0     0.3880
  9.920      7.227   0.0     0.3872
  9.930      7.347   0.0     0.3872
  9.940      7.348   0.0     0.3878
  9.950      7.209   0.0     0.3887
  9.960      6.909   0.0     0.3893
  9.970      6.434   0.0     0.3892
  9.980      5.774   0.0     0.3886
  9.990      4.932   0.0     0.3877
 10.000      3.922   0.0     0.3872
 10.010      2.769   0.0     0.3874
 10.020      1.511   0.0     0.3882
 10.030      0.192   0.0     0.3890
 10.040     -1.136   0.0     0.3895
 10.050     -2.420   0.0     0.3892
 10.060     -3.612   0.0     0.3884
 10.070     -4.671   0.0     0.3875
 10.080     -5.563   0.0     0.3871
 10.090     -6.269   0.0     0.3875
 10.100     -6.782   0.0     0.3883
 10.110     -7.107   0.0     0.3892
 10.120     -7.259   0.0     0.3895
 10.130     -7.258   0.0     0.3891
 10.140     -7.130   0.0     0.3883
 10.150     -6.897   0.0     0.3874
 10.160     -6.582   0.0     0.3871
 10.170     -6.200   0.0     0.3876
 10.180     -5.761   0.0     0.3885
 10.190     -5.270   0.0     0.3893
 10.200     -4.725   0.0     0.3895
 10.210     -4.125   0.0     0.3891
 10.220     -3.468   0.0     0.3881
 10.230     -2.753   0.0     0.3873
 10.240     -1.987   0.0     0.3871
 10.250     -1.182   0.0     0.3876
 10.260     -0.356   0.0     0.3885
 10.270      0.468   0.0     0.3892
 10.280      1.264   0.0     0.3894
 10.290      2.004   0.0     0.3889
 10.300      2.662   0.0     0.3880
 10.310      3.219   0.0     0.3873
 10.320      3.661   0.0     0.3873
 10.330      3.985   0.0     0.3878
 10.340      4.197   0.0     0.3887
 10.350      4.310   0.0     0.3893
 10.360      4.346   0.0     0.3893
 10.370      4.331   0.0     0.3887
 10.380      4.290   0.0     0.3878
 10.390      4.250   0.0     0.3873
 10.400      4.232   0.0     0.3874
 10.410      4.250   0.0     0.3881
 10.420      4.310   0.0     0.3889
 10.430      4.413   0.0     0.3894
 10.440      4.550   0.0     0.3893
 10.450      4.708   0.0     0.3885
 10.460      4.871   0.0     0.3876
 10.470      5.021   0.0     0.3870
 10.480      5.140   0.0     0.3872
 10.490      5.213   0.0     0.3880
 10.500      5.228   0.0     0.3889
 10.510      5.178   0.0     0.3895
 10.520      5.057   0.0     0.3893
 10.530      4.864   0.0     0.3886
 10.540      4.599   0.0     0.3877
 10.550      4.266   0.0     0.3873
 10.560      3.868   0.0     0.3875
 10.570      3.411   0.0     0.3883
 10.580      2.902   0.0     0.3890
 10.590      2.351   0.0     0.3893
 10.600      1.773   0.0     0.3889
 10.610      1.186   0.0     0.3881
 10.620      0.614   0.0     0.3873
 10.630      0.086   0.0     0.3870
 10.640     -0.367   0.0     0.3875
 10.650     -0.711   0.0     0.3884
 10.660     -0.913   0.0     0.3893
 10.670     -0.945   0.0     0.3896
 10.680     -0.788   0.0     0.3893
 10.690     -0.434   0.0     0.3884
 10.700      0.110   0.0     0.3875
 10.710      0.821   0.0     0.3872
 10.720      1.662   0.0     0.3876
 10.730      2.580   0.0     0.3883
 10.740      3.512   0.0     0.3890
 10.750      4.390   0.0     0.3892
 10.760      5.146   0.0     0.3887
 10.770      5.718   0.0     0.3880
 10.780      6.055   0.0     0.3874
 10.790      6.127   0.0     0.3874
 10.800      5.921   0.0     0.3880
 10.810      5.447   0.0     0.3888
 10.820      4.737   0.0     0.3894
 10.830      3.840   0.0     0.3893
 10.840      2.817   0.0     0.3886
 10.850      1.737   0.0     0.3877
 10.860      0.669   0.0     0.3871
 10.870     -0.324   0.0     0.3872
 10.880     -1.193   0.0     0.3879
 10.890     -1.903   0.0     0.3889
 10.900     -2.441   0.0     0.3894
 10.910     -2.810   0.0     0.3893
 10.920     -3.029   0.0     0.3885
 10.930     -3.131   0.0     0.3876
 10.940     -3.156   0.0     0.3871
 10.950     -3.145   0.0     0.3873
 10.960     -3.137   0.0     0.3881
 10.970     -3.159   0.0     0.3891
 10.980     -3.228   0.0     0.3896
 10.990     -3.350   0.0     0.3894
 11.000     -3.515   0.0     0.3885
 11.010     -3.705   0.0     0.3876
 11.020     -3.894   0.0     0.3871
 11.030     -4.054   0.0     0.3873
 11.040     -4.161   0.0     0.3882
 11.050     -4.194   0.0     0.3891
 11.060     -4.146   0.0     0.3896
 11.070     -4.018   0.0     0.3893
 11.080     -3.825   0.0     0.3884
 11.090     -3.589   0.0     0.3874
 11.100     -3.340   0.0     0.3870
 11.110     -3.109   0.0     0.3874
 11.120     -2.925   0.0     0.3883
 11.130     -2.811   0.0     0.3892
 11.140     -2.779   0.0     0.3896
 11.150     -2.829   0.0     0.3892
 11.160     -2.947   0.0     0.3882
 11.170     -3.110   0.0     0.3873
 11.180     -3.284   0.0     0.3870
 11.190     -3.430   0.0     0.3875
 11.200     -3.512   0.0     0.3885
 11.210     -3.494   0.0     0.3894
 11.220     -3.355   0.0     0.3897
 11.230     -3.083   0.0     0.3892
 11.240     -2.680   0.0     0.3881
 11.250     -2.167   0.0     0.3872
 11.260     -1.572   0.0     0.3869
 11.270     -0.939   0.0     0.3875
 11.280     -0.312   0.0     0.3885
 11.290      0.262   0.0     0.3894
 11.300      0.739   0.0     0.3897
 11.310      1.086   0.0     0.3890
 11.320      1.282   0.0     0.3880
 11.330      1.320   0.0     0.3871
 11.340      1.205   0.0     0.3869
 11.350      0.959   0.0     0.3876
 11.360      0.611   0.0     0.3888
 11.370      0.197   0.0     0.3898
 11.380     -0.245   0.0     0.3900
 11.390     -0.679   0.0     0.3893
 11.400     -1.076   0.0     0.3880
 11.410     -1.415   0.0     0.3868
 11.420     -1.686   0.0     0.3865
 11.430     -1.888   0.0     0.3871
 11.440     -2.031   0.0     0.3884
 11.450     -2.130   0.0     0.3895
 11.460     -2.204   0.0     0.3899
 11.470     -2.271   0.0     0.3895
 11.480     -2.347   0.0     0.3884
 11.490     -2.440   0.0     0.3874
 11.500     -2.551   0.0     0.3870
 11.510     -2.673   0.0     0.3874
 11.520     -2.788   0.0     0.3884
 11.530     -2.876   0.0     0.3892
 11.540     -2.910   0.0     0.3895
 11.550     -2.868   0.0     0.3891
 11.560     -2.726   0.0     0.3882
 11.570     -2.472   0.0     0.3874
 11.580     -2.100   0.0     0.3872
 11.590     -1.617   0.0     0.3876
 11.600     -1.040   0.0     0.3884
 11.610     -0.396   0.0     0.3891
 11.620      0.279   0.0     0.3893
 11.630      0.947   0.0     0.3889
 11.640      1.567   0.0     0.3881
 11.650      2.099   0.0     0.3876
 11.660      2.514   0.0     0.3875
 11.670      2.789   0.0     0.3880
 11.680      2.912   0.0     0.3887
 11.690      2.885   0.0     0.3891
 11.700      2.720   0.0     0.3891
 11.710      2.439   0.0     0.3886
 11.720      2.070   0.0     0.3879
 11.730      1.648   0.0     0.3875
 11.740      1.206   0.0     0.3875
 11.750      0.774   0.0     0.3880
 11.760      0.378   0.0     0.3886
 11.770      0.034   0.0     0.3890
 11.780     -0.249   0.0     0.3889
 11.790     -0.473   0.0     0.3884
 11.800     -0.648   0.0     0.3879
 11.810     -0.791   0.0     0.3877
 11.820     -0.923   0.0     0.3880
 11.830     -1.066   0.0     0.3885
 11.840     -1.242   0.0     0.3889
 11.850     -1.467   0.0     0.3889
 11.860     -1.754   0.0     0.3885
 11.870     -2.107   0.0     0.3879
 11.880     -2.521   0.0     0.3875
 11.890     -2.986   0.0     0.3876
 11.900     -3.483   0.0     0.3881
 11.910     -3.991   0.0     0.3888
 11.920     -4.484   0.0     0.3893
 11.930     -4.937   0.0     0.3892
 11.940     -5.327   0.0     0.3885
 11.950     -5.635   0.0     0.3878
 11.960     -5.845   0.0     0.3873
 11.970     -5.951   0.0     0.3874
 11.980     -5.950   0.0     0.3880
 11.990     -5.847   0.0     0.3888
 12.000     -5.651   0.0     0.3893
 12.010     -5.374   0.0     0.3892
 12.020     -5.032   0.0     0.3885
 12.030     -4.640   0.0     0.3876
 12.040     -4.213   0.0     0.3872
 12.050     -3.765   0.0     0.3874
 12.060     -3.306   0.0     0.3882
 12.070     -2.846   0.0     0.3890
 12.080     -2.390   0.0     0.3894
 12.090     -1.947   0.0     0.3891
 12.100     -1.519   0.0     0.3883
 12.110     -1.114   0.0     0.3874
 12.120     -0.738   0.0     0.3870
 12.130     -0.401   0.0     0.3873
 12.140     -0.113   0.0     0.3882
 12.150      0.114   0.0     0.3892
 12.160      0.268   0.0     0.3897
 12.170      0.335   0.0     0.3893
 12.180      0.308   0.0     0.3884
 12.190      0.180   0.0     0.3874
 12.200     -0.049   0.0     0.3869
 12.210     -0.372   0.0     0.3873
 12.220     -0.775   0.0     0.3882
 12.230     -1.238   0.0     0.3892
 12.240     -1.733   0.0     0.3897
 12.250     -2.228   0.0     0.3894
 12.260     -2.688   0.0     0.3884
 12.270     -3.080   0.0     0.3874
 12.280     -3.372   0.0     0.3869
 12.290     -3.539   0.0     0.3872
 12.300     -3.565   0.0     0.3881
 12.310     -3.441   0.0     0.3891
 12.320     -3.174   0.0     0.3895
 12.330     -2.779   0.0     0.3892
 12.340     -2.279   0.0     0.3883
 12.350     -1.709   0.0     0.3875
 12.360     -1.104   0.0     0.3871
 12.370     -0.503   0.0     0.3875
 12.380      0.059   0.0     0.3884
 12.390      0.554   0.0     0.3893
 12.400      0.960   0.0     0.3896
 12.410      1.268   0.0     0.3892
 12.420      1.478   0.0     0.3882
 12.430      1.603   0.0     0.3873
 12.440      1.665   0.0     0.3869
 12.450      1.691   0.0     0.3873
 12.460      1.713   0.0     0.3883
 12.470      1.762   0.0     0.3891
 12.480      1.867   0.0     0.3895
 12.490      2.049   0.0     0.3891
 12.500      2.322   0.0     0.3882
 12.510      2.689   0.0     0.3874
 12.520      3.145   0.0     0.3871
 12.530      3.675   0.0     0.3876
 12.540      4.257   0.0     0.3885
 12.550      4.868   0.0     0.3893
 12.560      5.480   0.0     0.3896
 12.570      6.067   0.0     0.3891
 12.580      6.608   0.0     0.3882
 12.590      7.086   0.0     0.3874
 12.600      7.490   0.0     0.3871
 12.610      7.815   0.0     0.3875
 12.620      8.060   0.0     0.3884
 12.630      8.229   0.0     0.3891
 12.640      8.326   0.0     0.3893
 12.650      8.355   0.0     0.3889
 12.660      8.322   0.0     0.3882
 12.670      8.226   0.0     0.3875
 12.680      8.068   0.0     0.3874
 12.690      7.846   0.0     0.3878
 12.700      7.557   0.0     0.3885
 12.710      7.201   0.0     0.3892
 12.720      6.782   0.0     0.3893
 12.730      6.305   0.0     0.3888
 12.740      5.785   0.0     0.3881
 12.750      5.239   0.0     0.3876
 12.760      4.690   0.0     0.3875
 12.770      4.166   0.0     0.3879
 12.780      3.691   0.0     0.3886
 12.790      3.291   0.0     0.3890
 12.800      2.983   0.0     0.3890
 12.810      2.779   0.0     0.3886
 12.820      2.676   0.0     0.3880
 12.830      2.666   0.0     0.3877
 12.840      2.726   0.0     0.3877
 12.850      2.829   0.0     0.3882
 12.860      2.939   0.0     0.3887
 12.870      3.022   0.0     0.3890
 12.880      3.048   0.0     0.3888
 12.890      2.993   0.0     0.3884
 12.900      2.846   0.0     0.3879
 12.910      2.610   0.0     0.3877
 12.920      2.302   0.0     0.3880
 12.930      1.952   0.0     0.3885
 12.940      1.601   0.0     0.3889
 12.950      1.295   0.0     0.3889
 12.960      1.080   0.0     0.3885
 12.970      0.996   0.0     0.3879
 12.980      1.071   0.0     0.3875
 12.990      1.317   0.0     0.3876
 13.000      1.729   0.0     0.3881
 13.010      2.278   0.0     0.3888
 13.020      2.922   0.0     0.3892
 13.030      3.600   0.0     0.3891
 13.040      4.245   0.0     0.3886
 13.050      4.786   0.0     0.3878
 13.060      5.157   0.0     0.3874
 13.070      5.306   0.0     0.3875
 13.080      5.195   0.0     0.3882
 13.090      4.810   0.0     0.3890
 13.100      4.157   0.0     0.3895
 13.110      3.267   0.0     0.3893
 13.120      2.187   0.0     0.3886
 13.130      0.979   0.0     0.3876
 13.140     -0.288   0.0     0.3870
 13.150     -1.545   0.0     0.3871
 13.160     -2.728   0.0     0.3878
 13.170     -3.788   0.0     0.3888
 13.180     -4.688   0.0     0.3894
 13.190     -5.410   0.0     0.3894
 13.200     -5.956   0.0     0.3888
 13.210     -6.338   0.0     0.3879
 13.220     -6.584   0.0     0.3873
 13.230     -6.726   0.0     0.3874
 13.240     -6.795   0.0     0.3881
 13.250     -6.820   0.0     0.3889
 13.260     -6.823   0.0     0.3894
 13.270     -6.812   0.0     0.3892
 13.280     -6.787   0.0     0.3884
 13.290     -6.737   0.0     0.3875
 13.300     -6.643   0.0     0.3870
 13.310     -6.486   0.0     0.3872
 13.320     -6.243   0.0     0.3880
 13.330     -5.900   0.0     0.3890
 13.340     -5.449   0.0     0.3896
 13.350     -4.896   0.0     0.3895
 13.360     -4.255   0.0     0.3887
 13.370     -3.552   0.0     0.3877
 13.380     -2.822   0.0     0.3871
 13.390     -2.100   0.0     0.3872
 13.400     -1.427   0.0     0.3879
 13.410     -0.833   0.0     0.3888
 13.420     -0.344   0.0     0.3894
 13.430      0.028   0.0     0.3894
 13.440      0.282   0.0     0.3887
 13.450      0.432   0.0     0.3879
 13.460      0.501   0.0     0.3873
 13.470      0.520   0.0     0.3874
 13.480      0.525   0.0     0.3880
 13.490      0.551   0.0     0.3887
 13.500      0.624   0.0     0.3892
 13.510      0.767   0.0     0.3891
 13.520      0.987   0.0     0.3885
 13.530      1.281   0.0     0.3879
 13.540      1.634   0.0     0.3875
 13.550      2.021   0.0     0.3876
 13.560      2.412   0.0     0.3881
 13.570      2.772   0.0     0.3887
 13.580      3.072   0.0     0.3890
 13.590      3.285   0.0     0.3888
 13.600      3.394   0.0     0.3883
 13.610      3.396   0.0     0.3877
 13.620      3.295   0.0     0.3874
 13.630      3.107   0.0     0.3877
 13.640      2.858   0.0     0.3883
 13.650      2.576   0.0     0.3888
 13.660      2.291   0.0     0.3891
 13.670      2.030   0.0     0.3888
 13.680      1.815   0.0     0.3883
 13.690      1.654   0.0     0.3878
 13.700      1.550   0.0     0.3877
 13.710      1.491   0.0     0.3879
 13.720      1.457   0.0     0.3884
 13.730      1.420   0.0     0.3888
 13.740      1.349   0.0     0.3888
 13.750      1.211   0.0     0.3886
 13.760      0.980   0.0     0.3881
 13.770      0.636   0.0     0.3878
 13.780      0.171   0.0     0.3879
 13.790     -0.411   0.0     0.3882
 13.800     -1.091   0.0     0.3886
 13.810     -1.841   0.0     0.3888
 13.820     -2.618   0.0     0.3886
 13.830     -3.375   0.0     0.3882
 13.840     -4.060   0.0     0.3878
 13.850     -4.622   0.0     0.3876
 13.860     -5.016   0.0     0.3879
 13.870     -5.206   0.0     0.3885
 13.880     -5.167   0.0     0.3889
 13.890     -4.890   0.0     0.3890
 13.900     -4.379   0.0     0.3887
 13.910     -3.654   0.0     0.3880
 13.920     -2.751   0.0     0.3876
 13.930     -1.713   0.0     0.3875
 13.940     -0.595   0.0     0.3880
 13.950      0.548   0.0     0.3887
 13.960      1.658   0.0     0.3893
 13.970      2.679   0.0     0.3893
 13.980      3.563   0.0     0.3888
 13.990      4.271   0.0     0.3880
 14.000      4.775   0.0     0.3873
 14.010      5.058   0.0     0.3872
 14.020      5.114   0.0     0.3877
 14.030      4.951   0.0     0.3885
 14.040      4.584   0.0     0.3892
 14.050      4.038   0.0     0.3893
 14.060      3.344   0.0     0.3889
 14.070      2.537   0.0     0.3882
 14.080      1.653   0.0     0.3876
 14.090      0.732   0.0     0.3874
 14.100     -0.192   0.0     0.3879
 14.110     -1.084   0.0     0.3886
 14.120     -1.915   0.0     0.3892
 14.130     -2.659   0.0     0.3892
 14.140     -3.294   0.0     0.3887
 14.150     -3.807   0.0     0.3879
 14.160     -4.187   0.0     0.3874
 14.170     -4.432   0.0     0.3874
 14.180     -4.544   0.0     0.3880
 14.190     -4.533   0.0     0.3888
 14.200     -4.412   0.0     0.3893
 14.210     -4.202   0.0     0.3892
 14.220     -3.927   0.0     0.3886
 14.230     -3.611   0.0     0.3877
 14.240     -3.283   0.0     0.3872
 14.250     -2.968   0.0     0.3872
 14.260     -2.689   0.0     0.3879
 14.270     -2.462   0.0     0.3888
 14.280     -2.297   0.0     0.3894
 14.290     -2.197   0.0     0.3893
 14.300     -2.155   0.0     0.3887
 14.310     -2.156   0.0     0.3878
 14.320     -2.177   0.0     0.3873
 14.330     -2.194   0.0     0.3873
 14.340     -2.179   0.0     0.3880
 14.350     -2.106   0.0     0.3888
 14.360     -1.955   0.0     0.3893
 14.370     -1.716   0.0     0.3893
 14.380     -1.386   0.0     0.3887
 14.390     -0.978   0.0     0.3879
 14.400     -0.516   0.0     0.3874
 14.410     -0.033   0.0     0.3875
 14.420      0.428   0.0     0.3881
 14.430      0.822   0.0     0.3889
 14.440      1.104   0.0     0.3893
 14.450      1.236   0.0     0.3891
 14.460      1.189   0.0     0.3884
 14.470      0.950   0.0     0.3877
 14.480      0.522   0.0     0.3873
 14.490     -0.077   0.0     0.3876
 14.500     -0.811   0.0     0.3883
 14.510     -1.630   0.0     0.3891
 14.520     -2.480   0.0     0.3894
 14.530     -3.300   0.0     0.3891
 14.540     -4.036   0.0     0.3883
 14.550     -4.640   0.0     0.3875
 14.560     -5.081   0.0     0.3872
 14.570     -5.340   0.0     0.3875
 14.580     -5.421   0.0     0.3883
 14.590     -5.341   0.0     0.3891
 14.600     -5.133   0.0     0.3894
 14.610     -4.840   0.0     0.3891
 14.620     -4.507   0.0     0.3884
 14.630     -4.179   0.0     0.3877
 14.640     -3.892   0.0     0.3874
 14.650     -3.670   0.0     0.3877
 14.660     -3.521   0.0     0.3884
 14.670     -3.439   0.0     0.3891
 14.680     -3.401   0.0     0.3892
 14.690     -3.374   0.0     0.3888
 14.700     -3.317   0.0     0.3881
 14.710     -3.189   0.0     0.3874
 14.720     -2.953   0.0     0.3873
 14.730     -2.583   0.0     0.3877
 14.740     -2.069   0.0     0.3886
 14.750     -1.416   0.0     0.3892
 14.760     -0.648   0.0     0.3894
 14.770      0.197   0.0     0.3889
 14.780      1.066   0.0     0.3881
 14.790      1.904   0.0     0.3875
 14.800      2.653   0.0     0.3873
 14.810      3.260   0.0     0.3877
 14.820      3.685   0.0     0.3885
 14.830      3.905   0.0     0.3890
 14.840      3.913   0.0     0.3891
 14.850      3.722   0.0     0.3887
 14.860      3.360   0.0     0.3880
 14.870      2.872   0.0     0.3875
 14.880      2.309   0.0     0.3875
 14.890      1.725   0.0     0.3880
 14.900      1.171   0.0     0.3887
 14.910      0.693   0.0     0.3892
 14.920      0.322   0.0     0.3891
 14.930      0.077   0.0     0.3886
 14.940     -0.038   0.0     0.3878
 14.950     -0.033   0.0     0.3873
 14.960      0.073   0.0     0.3873
 14.970      0.253   0.0     0.3879
 14.980      0.476   0.0     0.3887
 14.990      0.715   0.0     0.3892
 15.000      0.945   0.0     0.3892
 15.010      1.150   0.0     0.3887
 15.020      1.321   0.0     0.3880
