# gr.py output, gr.py by Lukasz Cwiklik, cwiklik<at>gmail.com
# radial distribution function for atoms: K and K
# periodic boundary conditions used (box size: 77.9756 x 67.5288 x 9.04)
# number of analyzed time frames: 1
#r                  G(r)_norm           g(r)_unnonorm       g(r)_unnorm_cumsum  
26.67000            -143.07553          22.00000            1242144.00000       
26.69000            -143.53212          18.00000            1244736.00000       
26.71000            -144.16128          12.00000            1246464.00000       
26.73000            -144.27078          12.00000            1248192.00000       
26.75000            -144.89878          6.00000             1249056.00000       
26.77000            -144.66248          10.00000            1250496.00000       
26.79000            -144.59928          12.00000            1252224.00000       
26.81000            -144.70877          12.00000            1253952.00000       
26.83000            -145.67985          2.00000             1254240.00000       
26.85000            -145.09995          10.00000            1255680.00000       
26.87000            -144.69313          16.00000            1257984.00000       
26.89000            -144.80288          16.00000            1260288.00000       
26.91000            -145.08443          14.00000            1262304.00000       
26.93000            -145.36572          12.00000            1264032.00000       
26.95000            -144.96056          18.00000            1266624.00000       
26.97000            -145.07043          18.00000            1269216.00000       
26.99000            -146.20806          6.00000             1270080.00000       
27.01000            -146.31717          6.00000             1270944.00000       
27.03000            -145.57106          16.00000            1273248.00000       
27.05000            -146.36446          8.00000             1274400.00000       
27.07000            -145.79053          16.00000            1276704.00000       
27.09000            -146.41225          10.00000            1278144.00000       
27.11000            -146.35107          12.00000            1279872.00000       
27.13000            -147.31260          2.00000             1280160.00000       
27.15000            -146.74031          10.00000            1281600.00000       
27.17000            -146.67950          12.00000            1283328.00000       
27.19000            -146.10883          20.00000            1286208.00000       
27.21000            -146.72853          14.00000            1288224.00000       
27.23000            -147.17770          10.00000            1289664.00000       
27.25000            -147.62637          6.00000             1290528.00000       
27.27000            -147.22686          12.00000            1292256.00000       
27.29000            -147.33633          12.00000            1293984.00000       
27.31000            -147.27651          14.00000            1296000.00000       
27.33000            -147.89359          8.00000             1297152.00000       
27.35000            -147.49569          14.00000            1299168.00000       
27.37000            -147.77419          12.00000            1300896.00000       
27.39000            -148.72762          2.00000             1301184.00000       
27.41000            -147.48710          18.00000            1303776.00000       
27.43000            -147.59693          18.00000            1306368.00000       
27.45000            -147.36991          22.00000            1309536.00000       
27.47000            -147.64829          20.00000            1312416.00000       
27.49000            -147.75824          20.00000            1315296.00000       
27.51000            -149.21264          4.00000             1315872.00000       
27.53000            -147.97813          20.00000            1318752.00000       
27.55000            -148.59151          14.00000            1320768.00000       
27.57000            -148.70108          14.00000            1322784.00000       
27.59000            -148.81066          14.00000            1324800.00000       
27.61000            -148.92023          14.00000            1326816.00000       
27.63000            -149.02980          14.00000            1328832.00000       
27.65000            -149.47378          10.00000            1330272.00000       
27.67000            -149.91728          6.00000             1331136.00000       
27.69000            -149.85940          8.00000             1332288.00000       
27.71000            -149.63492          12.00000            1334016.00000       
27.73000            -149.57764          14.00000            1336032.00000       
27.75000            -150.02041          10.00000            1337472.00000       
27.77000            -149.79677          14.00000            1339488.00000       
27.79000            -149.57360          18.00000            1342080.00000       
27.81000            -148.85218          28.00000            1346112.00000       
27.83000            -149.95933          16.00000            1348416.00000       
27.85000            -150.40101          12.00000            1350144.00000       
27.87000            -150.51045          12.00000            1351872.00000       
27.89000            -151.11719          6.00000             1352736.00000       
27.91000            -149.90108          22.00000            1355904.00000       
27.93000            -151.00429          10.00000            1357344.00000       
27.95000            -150.28655          20.00000            1360224.00000       
27.97000            -150.06587          24.00000            1363680.00000       
27.99000            -150.83671          16.00000            1365984.00000       
28.01000            -150.94638          16.00000            1368288.00000       
28.03000            -151.71580          8.00000             1369440.00000       
28.05000            -151.49535          12.00000            1371168.00000       
28.07000            -150.94596          20.00000            1374048.00000       
28.09000            -150.72668          24.00000            1377504.00000       
28.11000            -151.65916          14.00000            1379520.00000       
28.13000            -151.60435          16.00000            1381824.00000       
28.15000            -152.20671          10.00000            1383264.00000       
28.17000            -151.82366          16.00000            1385568.00000       
28.19000            -152.26132          12.00000            1387296.00000       
28.21000            -152.86240          6.00000             1388160.00000       
28.23000            -152.64393          10.00000            1389600.00000       
28.25000            -153.24420          4.00000             1390176.00000       
28.27000            -152.86254          10.00000            1391616.00000       
28.29000            -152.64499          14.00000            1393632.00000       
28.31000            -152.26460          20.00000            1396512.00000       
28.33000            -153.02725          12.00000            1398240.00000       
28.35000            -152.64743          18.00000            1400832.00000       
28.37000            -153.24607          12.00000            1402560.00000       
28.39000            -153.35549          12.00000            1404288.00000       
28.41000            -153.13943          16.00000            1406592.00000       
28.43000            -153.73693          10.00000            1408032.00000       
28.45000            -152.22118          30.00000            1412352.00000       
28.47000            -153.79312          12.00000            1414080.00000       
28.49000            -154.22708          8.00000             1415232.00000       
28.51000            -154.82275          2.00000             1415520.00000       
28.53000            -154.60749          6.00000             1416384.00000       
28.55000            -154.23075          12.00000            1418112.00000       
28.57000            -154.34015          12.00000            1419840.00000       
28.59000            -153.47930          24.00000            1423296.00000       
28.61000            -154.55895          12.00000            1425024.00000       
28.63000            -154.34539          16.00000            1427328.00000       
28.65000            -154.93912          10.00000            1428768.00000       
28.67000            -155.04841          10.00000            1430208.00000       
28.69000            -155.15770          10.00000            1431648.00000       
28.71000            -154.78388          16.00000            1433952.00000       
28.73000            -155.85903          4.00000             1434528.00000       
28.75000            -155.00312          16.00000            1436832.00000       
28.77000            -155.27344          14.00000            1438848.00000       
28.79000            -154.74060          22.00000            1442016.00000       
28.81000            -155.33197          16.00000            1444320.00000       
28.83000            -155.28122          18.00000            1446912.00000       
28.85000            -155.55120          16.00000            1449216.00000       
28.87000            -155.50067          18.00000            1451808.00000       
28.89000            -155.61039          18.00000            1454400.00000       
28.91000            -156.35978          10.00000            1455840.00000       
28.93000            -156.62887          8.00000             1456992.00000       
28.95000            -156.41864          12.00000            1458720.00000       
28.97000            -156.84720          8.00000             1459872.00000       
28.99000            -155.99949          20.00000            1462752.00000       
29.01000            -156.58742          14.00000            1464768.00000       
29.03000            -156.53765          16.00000            1467072.00000       
29.05000            -156.64725          16.00000            1469376.00000       
29.07000            -156.75685          16.00000            1471680.00000       
29.09000            -156.86645          16.00000            1473984.00000       
29.11000            -156.97605          16.00000            1476288.00000       
29.13000            -157.56178          10.00000            1477728.00000       
29.15000            -157.51244          12.00000            1479456.00000       
29.17000            -157.30483          16.00000            1481760.00000       
29.19000            -157.09765          20.00000            1484640.00000       
29.21000            -157.52401          16.00000            1486944.00000       
29.23000            -157.47543          18.00000            1489536.00000       
29.25000            -158.37543          8.00000             1490688.00000       
29.27000            -157.69483          18.00000            1493280.00000       
29.29000            -157.48883          22.00000            1496448.00000       
29.31000            -158.07195          16.00000            1498752.00000       
29.33000            -157.86628          20.00000            1501632.00000       
29.35000            -158.60616          12.00000            1503360.00000       
29.37000            -157.92845          22.00000            1506528.00000       
29.39000            -159.29681          6.00000             1507392.00000       
29.41000            -159.56306          4.00000             1507968.00000       
29.43000            -158.88653          14.00000            1509984.00000       
29.45000            -158.83901          16.00000            1512288.00000       
29.47000            -159.57611          8.00000             1513440.00000       
29.49000            -159.05816          16.00000            1515744.00000       
29.51000            -159.79440          8.00000             1516896.00000       
29.53000            -159.27731          16.00000            1519200.00000       
29.55000            -159.54333          14.00000            1521216.00000       
29.57000            -159.18375          20.00000            1524096.00000       
29.59000            -159.13728          22.00000            1527264.00000       
29.61000            -159.24717          22.00000            1530432.00000       
29.63000            -159.51308          20.00000            1533312.00000       
29.65000            -159.93471          16.00000            1535616.00000       
29.67000            -160.04428          16.00000            1537920.00000       
29.69000            -160.46528          12.00000            1539648.00000       
29.71000            -160.26340          16.00000            1541952.00000       
29.73000            -160.37296          16.00000            1544256.00000       
29.75000            -159.86091          24.00000            1547712.00000       
29.77000            -160.28148          20.00000            1550592.00000       
29.79000            -160.85683          14.00000            1552608.00000       
29.81000            -161.12138          12.00000            1554336.00000       
29.83000            -161.23072          12.00000            1556064.00000       
29.85000            -160.72054          20.00000            1558944.00000       
29.87000            -161.44941          12.00000            1560672.00000       
29.89000            -160.63071          24.00000            1564128.00000       
29.91000            -161.35896          16.00000            1566432.00000       
29.93000            -161.31404          18.00000            1569024.00000       
29.95000            -161.73242          14.00000            1571040.00000       
29.97000            -161.07055          24.00000            1574496.00000       
29.99000            -161.64299          18.00000            1577088.00000       
30.01000            -162.21481          12.00000            1578816.00000       
30.03000            -162.78601          6.00000             1579680.00000       
30.05000            -162.89504          6.00000             1580544.00000       
30.07000            -162.23532          16.00000            1582848.00000       
30.09000            -162.80581          10.00000            1584288.00000       
30.11000            -161.37959          30.00000            1588608.00000       
30.13000            -162.87083          12.00000            1590336.00000       
30.15000            -162.21346          22.00000            1593504.00000       
30.17000            -162.78302          16.00000            1595808.00000       
30.19000            -163.50511          8.00000             1596960.00000       
30.21000            -163.46120          10.00000            1598400.00000       
30.23000            -163.87630          6.00000             1599264.00000       
30.25000            -163.52682          12.00000            1600992.00000       
30.27000            -163.78888          10.00000            1602432.00000       
30.29000            -163.44021          16.00000            1604736.00000       
30.31000            -164.00734          10.00000            1606176.00000       
30.33000            -163.20197          22.00000            1609344.00000       
30.35000            -163.31180          22.00000            1612512.00000       
30.37000            -163.57386          20.00000            1615392.00000       
30.39000            -163.98785          16.00000            1617696.00000       
30.41000            -163.33722          26.00000            1621440.00000       
30.43000            -164.51075          12.00000            1623168.00000       
30.45000            -164.16458          18.00000            1625760.00000       
30.47000            -164.12247          20.00000            1628640.00000       
30.49000            -164.68709          14.00000            1630656.00000       
30.51000            -164.49344          18.00000            1633248.00000       
30.53000            -165.20879          10.00000            1634688.00000       
30.55000            -164.71267          18.00000            1637280.00000       
30.57000            -165.12476          14.00000            1639296.00000       
30.59000            -165.08304          16.00000            1641600.00000       
30.61000            -165.49462          12.00000            1643328.00000       
30.63000            -165.00018          20.00000            1646208.00000       
30.65000            -165.10989          20.00000            1649088.00000       
30.67000            -166.27479          6.00000             1649952.00000       
30.69000            -165.02802          24.00000            1653408.00000       
30.71000            -165.74010          16.00000            1655712.00000       
30.73000            -166.15050          12.00000            1657440.00000       
30.75000            -165.80876          18.00000            1660032.00000       
30.77000            -166.81988          6.00000             1660896.00000       
30.79000            -165.87781          20.00000            1663776.00000       
30.81000            -165.98751          20.00000            1666656.00000       
30.83000            -166.54709          14.00000            1668672.00000       
30.85000            -166.65649          14.00000            1670688.00000       
30.87000            -167.36495          6.00000             1671552.00000       
30.89000            -166.87529          14.00000            1673568.00000       
30.91000            -166.83512          16.00000            1675872.00000       
30.93000            -166.34672          24.00000            1679328.00000       
30.95000            -167.05412          16.00000            1681632.00000       
30.97000            -166.86505          20.00000            1684512.00000       
30.99000            -167.27311          16.00000            1686816.00000       
31.01000            -167.97896          8.00000             1687968.00000       
31.03000            -167.79008          12.00000            1689696.00000       
31.05000            -167.75048          14.00000            1691712.00000       
31.07000            -167.41347          20.00000            1694592.00000       
31.09000            -168.41538          8.00000             1695744.00000       
31.11000            -167.63283          20.00000            1698624.00000       
31.13000            -168.18805          14.00000            1700640.00000       
31.15000            -168.44586          12.00000            1702368.00000       
31.17000            -167.96186          20.00000            1705248.00000       
31.19000            -168.66445          12.00000            1706976.00000       
31.21000            -168.18121          20.00000            1709856.00000       
31.23000            -169.32715          6.00000             1710720.00000       
31.25000            -168.84438          14.00000            1712736.00000       
31.27000            -169.24947          10.00000            1714176.00000       
31.29000            -169.21091          12.00000            1715904.00000       
31.31000            -168.87721          18.00000            1718496.00000       
31.33000            -169.28192          14.00000            1720512.00000       
31.35000            -168.65394          24.00000            1723968.00000       
31.37000            -169.64806          12.00000            1725696.00000       
31.39000            -169.46278          16.00000            1728000.00000       
31.41000            -169.27787          20.00000            1730880.00000       
31.43000            -170.12301          10.00000            1732320.00000       
31.45000            -169.79120          16.00000            1734624.00000       
31.47000            -169.90067          16.00000            1736928.00000       
31.49000            -169.12924          28.00000            1740960.00000       
31.51000            -169.97288          18.00000            1743552.00000       
31.53000            -170.08244          18.00000            1746144.00000       
31.55000            -169.89893          22.00000            1749312.00000       
31.57000            -170.88734          10.00000            1750752.00000       
31.59000            -170.99653          10.00000            1752192.00000       
31.61000            -170.95945          12.00000            1753920.00000       
31.63000            -171.21490          10.00000            1755360.00000       
31.65000            -170.44764          22.00000            1758528.00000       
31.67000            -170.26541          26.00000            1762272.00000       
31.69000            -170.95889          18.00000            1764864.00000       
31.71000            -171.79743          8.00000             1766016.00000       
31.73000            -171.03229          20.00000            1768896.00000       
31.75000            -171.57877          14.00000            1770912.00000       
31.77000            -172.41575          4.00000             1771488.00000       
31.79000            -171.94293          12.00000            1773216.00000       
31.81000            -171.90686          14.00000            1775232.00000       
31.83000            -172.16147          12.00000            1776960.00000       
31.85000            -171.98043          16.00000            1779264.00000       
31.87000            -172.23495          14.00000            1781280.00000       
31.89000            -172.19933          16.00000            1783584.00000       
31.91000            -172.74343          10.00000            1785024.00000       
31.93000            -172.56303          14.00000            1787040.00000       
31.95000            -172.96179          10.00000            1788480.00000       
31.97000            -173.36019          6.00000             1789344.00000       
31.99000            -172.74657          16.00000            1791648.00000       
32.01000            -172.56716          20.00000            1794528.00000       
32.03000            -172.24376          26.00000            1798272.00000       
32.05000            -172.78641          20.00000            1801152.00000       
32.07000            -172.75187          22.00000            1804320.00000       
32.09000            -173.58194          12.00000            1806048.00000       
32.11000            -173.11527          20.00000            1808928.00000       
32.13000            -173.80046          12.00000            1810656.00000       
32.15000            -172.47169          32.00000            1815264.00000       
32.17000            -173.87526          14.00000            1817280.00000       
32.19000            -173.26649          24.00000            1820736.00000       
32.21000            -174.09396          14.00000            1822752.00000       
32.23000            -174.05986          16.00000            1825056.00000       
32.25000            -174.45601          12.00000            1826784.00000       
32.27000            -173.99219          20.00000            1829664.00000       
32.29000            -174.10181          20.00000            1832544.00000       
32.31000            -174.49760          16.00000            1834848.00000       
32.33000            -174.17802          22.00000            1838016.00000       
32.35000            -175.14520          10.00000            1839456.00000       
32.37000            -174.54024          20.00000            1842336.00000       
32.39000            -175.07805          14.00000            1844352.00000       
32.41000            -174.47415          24.00000            1847808.00000       
32.43000            -175.01161          18.00000            1850400.00000       
32.45000            -175.26360          16.00000            1852704.00000       
32.47000            -176.08495          6.00000             1853568.00000       
32.49000            -175.48245          16.00000            1855872.00000       
32.51000            -175.02303          24.00000            1859328.00000       
32.53000            -175.41705          20.00000            1862208.00000       
32.55000            -175.95275          14.00000            1864224.00000       
32.57000            -175.77819          18.00000            1866816.00000       
32.59000            -175.46211          24.00000            1870272.00000       
32.61000            -175.71365          22.00000            1873440.00000       
32.63000            -175.96502          20.00000            1876320.00000       
32.65000            -176.35781          16.00000            1878624.00000       
32.67000            -177.03328          8.00000             1879776.00000       
32.69000            -176.29379          20.00000            1882656.00000       
32.71000            -176.54472          18.00000            1885248.00000       
32.73000            -177.07798          12.00000            1886976.00000       
32.75000            -176.90489          16.00000            1889280.00000       
32.77000            -176.59105          22.00000            1892448.00000       
32.79000            -176.98271          18.00000            1895040.00000       
32.81000            -176.10584          32.00000            1899648.00000       
32.83000            -177.06088          20.00000            1902528.00000       
32.85000            -177.02972          22.00000            1905696.00000       
32.87000            -176.85808          26.00000            1909440.00000       
32.89000            -177.38962          20.00000            1912320.00000       
32.91000            -178.06113          12.00000            1914048.00000       
32.93000            -178.17036          12.00000            1915776.00000       
32.95000            -178.13928          14.00000            1917792.00000       
32.97000            -177.82792          20.00000            1920672.00000       
32.99000            -178.21778          16.00000            1922976.00000       
33.01000            -178.60729          12.00000            1924704.00000       
33.03000            -177.31681          32.00000            1929312.00000       
33.05000            -178.82576          12.00000            1931040.00000       
33.07000            -178.93499          12.00000            1932768.00000       
33.09000            -178.06620          26.00000            1936512.00000       
33.11000            -178.59492          20.00000            1939392.00000       
33.13000            -179.26268          12.00000            1941120.00000       
33.15000            -179.51137          10.00000            1942560.00000       
33.17000            -179.62051          10.00000            1944000.00000       
33.19000            -179.45106          14.00000            1946016.00000       
33.21000            -178.86431          24.00000            1949472.00000       
33.23000            -180.22620          6.00000             1950336.00000       
33.25000            -179.36186          20.00000            1953216.00000       
33.27000            -179.47142          20.00000            1956096.00000       
33.29000            -179.30322          24.00000            1959552.00000       
33.31000            -179.96812          16.00000            1961856.00000       
33.33000            -180.35493          12.00000            1963584.00000       
33.35000            -180.18690          16.00000            1965888.00000       
33.37000            -179.74211          24.00000            1969344.00000       
33.39000            -179.85183          24.00000            1972800.00000       
33.41000            -181.20696          6.00000             1973664.00000       
33.43000            -180.62445          16.00000            1975968.00000       
33.45000            -180.73383          16.00000            1978272.00000       
33.47000            -181.25761          10.00000            1979712.00000       
33.49000            -181.09065          14.00000            1981728.00000       
33.51000            -181.06198          16.00000            1984032.00000       
33.53000            -181.86078          6.00000             1984896.00000       
33.55000            -180.86734          22.00000            1988064.00000       
33.57000            -181.39012          16.00000            1990368.00000       
33.59000            -181.22423          20.00000            1993248.00000       
33.61000            -181.33377          20.00000            1996128.00000       
33.63000            -181.85573          14.00000            1998144.00000       
33.65000            -181.96503          14.00000            2000160.00000       
33.67000            -182.62356          6.00000             2001024.00000       
33.69000            -181.77193          20.00000            2003904.00000       
33.71000            -182.43006          12.00000            2005632.00000       
33.73000            -181.57980          26.00000            2009376.00000       
33.75000            -181.96355          22.00000            2012544.00000       
33.77000            -183.03150          8.00000             2013696.00000       
33.79000            -182.73007          14.00000            2015712.00000       
33.81000            -182.42914          20.00000            2018592.00000       
33.83000            -182.53867          20.00000            2021472.00000       
33.85000            -183.33110          10.00000            2022912.00000       
33.87000            -182.89423          18.00000            2025504.00000       
33.89000            -183.00368          18.00000            2028096.00000       
33.91000            -183.79482          8.00000             2029248.00000       
33.93000            -183.63135          12.00000            2030976.00000       
33.95000            -182.78730          26.00000            2034720.00000       
33.97000            -184.12195          8.00000             2035872.00000       
33.99000            -184.36701          6.00000             2036736.00000       
34.01000            -183.25253          24.00000            2040192.00000       
34.03000            -184.31322          10.00000            2041632.00000       
34.05000            -184.55812          8.00000             2042784.00000       
34.07000            -184.12437          16.00000            2045088.00000       
34.09000            -183.69126          24.00000            2048544.00000       
34.11000            -184.34309          16.00000            2050848.00000       
34.13000            -184.72337          12.00000            2052576.00000       
34.15000            -184.96795          10.00000            2054016.00000       
34.17000            -184.26526          22.00000            2057184.00000       
34.19000            -184.78052          16.00000            2059488.00000       
34.21000            -184.88988          16.00000            2061792.00000       
34.23000            -184.86417          18.00000            2064384.00000       
34.25000            -185.10859          16.00000            2066688.00000       
34.27000            -185.21794          16.00000            2068992.00000       
34.29000            -185.86660          8.00000             2070144.00000       
34.31000            -184.49340          30.00000            2074464.00000       
34.33000            -185.68067          14.00000            2076480.00000       
34.35000            -185.52075          18.00000            2079072.00000       
34.37000            -185.89921          14.00000            2081088.00000       
34.39000            -186.00848          14.00000            2083104.00000       
34.41000            -185.98339          16.00000            2085408.00000       
34.43000            -186.49558          10.00000            2086848.00000       
34.45000            -186.47049          12.00000            2088576.00000       
34.47000            -186.17731          18.00000            2091168.00000       
34.49000            -186.95696          8.00000             2092320.00000       
34.51000            -186.12822          22.00000            2095488.00000       
34.53000            -185.97001          26.00000            2099232.00000       
34.55000            -186.88262          14.00000            2101248.00000       
34.57000            -186.72442          18.00000            2103840.00000       
34.59000            -187.50213          8.00000             2104992.00000       
34.61000            -187.74474          6.00000             2105856.00000       
34.63000            -187.98720          4.00000             2106432.00000       
34.65000            -187.02866          20.00000            2109312.00000       
34.67000            -187.40485          16.00000            2111616.00000       
34.69000            -187.64747          14.00000            2113632.00000       
34.71000            -188.15632          8.00000             2114784.00000       
34.73000            -187.59975          18.00000            2117376.00000       
34.75000            -188.10829          12.00000            2119104.00000       
34.77000            -188.48341          8.00000             2120256.00000       
34.79000            -188.72532          6.00000             2121120.00000       
34.81000            -187.90458          20.00000            2124000.00000       
34.83000            -188.54502          12.00000            2125728.00000       
34.85000            -188.25621          18.00000            2128320.00000       
34.87000            -188.76338          12.00000            2130048.00000       
34.89000            -189.40259          4.00000             2130624.00000       
34.91000            -188.71687          16.00000            2132928.00000       
34.93000            -188.42912          22.00000            2136096.00000       
34.95000            -188.67096          20.00000            2138976.00000       
34.97000            -189.57368          8.00000             2140128.00000       
34.99000            -189.15418          16.00000            2142432.00000       
35.01000            -189.39556          14.00000            2144448.00000       
35.03000            -189.90075          8.00000             2145600.00000       
35.05000            -189.21835          20.00000            2148480.00000       
35.07000            -189.98697          10.00000            2149920.00000       
35.09000            -189.04204          26.00000            2153664.00000       
35.11000            -189.54678          20.00000            2156544.00000       
35.13000            -189.65625          20.00000            2159424.00000       
35.15000            -190.02878          16.00000            2161728.00000       
35.17000            -190.40101          12.00000            2163456.00000       
35.19000            -190.11604          18.00000            2166048.00000       
35.21000            -190.22544          18.00000            2168640.00000       
35.23000            -190.33483          18.00000            2171232.00000       
35.25000            -189.78844          28.00000            2175264.00000       
35.27000            -191.47119          4.00000             2175840.00000       
35.29000            -191.18704          10.00000            2177280.00000       
35.31000            -190.77240          18.00000            2179872.00000       
35.33000            -191.14351          14.00000            2181888.00000       
35.35000            -191.25275          14.00000            2183904.00000       
35.37000            -191.10057          18.00000            2186496.00000       
35.39000            -190.81804          24.00000            2189952.00000       
35.41000            -191.84160          10.00000            2191392.00000       
35.43000            -191.55922          16.00000            2193696.00000       
35.45000            -191.79895          14.00000            2195712.00000       
35.47000            -191.51716          20.00000            2198592.00000       
35.49000            -191.88715          16.00000            2200896.00000       
35.51000            -191.86627          18.00000            2203488.00000       
35.53000            -191.84553          20.00000            2206368.00000       
35.55000            -192.73528          8.00000             2207520.00000       
35.57000            -192.19441          18.00000            2210112.00000       
35.59000            -192.43370          16.00000            2212416.00000       
35.61000            -192.67284          14.00000            2214432.00000       
35.63000            -193.04158          10.00000            2215872.00000       
35.65000            -193.02099          12.00000            2217600.00000       
35.67000            -193.25976          10.00000            2219040.00000       
35.69000            -192.46207          24.00000            2222496.00000       
35.71000            -193.21900          14.00000            2224512.00000       
35.73000            -193.71641          8.00000             2225664.00000       
35.75000            -193.17881          18.00000            2228256.00000       
35.77000            -193.15894          20.00000            2231136.00000       
35.79000            -193.78509          12.00000            2232864.00000       
35.81000            -193.50693          18.00000            2235456.00000       
35.83000            -194.13244          10.00000            2236896.00000       
35.85000            -193.98360          14.00000            2238912.00000       
35.87000            -193.70616          20.00000            2241792.00000       
35.89000            -194.33087          12.00000            2243520.00000       
35.91000            -194.31128          14.00000            2245536.00000       
35.93000            -194.54917          12.00000            2247264.00000       
35.95000            -194.27252          18.00000            2249856.00000       
35.97000            -194.89601          10.00000            2251296.00000       
35.99000            -194.87663          12.00000            2253024.00000       
36.01000            -194.72901          16.00000            2255328.00000       
36.03000            -194.83830          16.00000            2257632.00000       
36.05000            -194.94759          16.00000            2259936.00000       
36.07000            -195.18506          14.00000            2261952.00000       
36.09000            -195.55049          10.00000            2263392.00000       
36.11000            -195.91563          6.00000             2264256.00000       
36.13000            -195.89660          8.00000             2265408.00000       
36.15000            -195.23826          20.00000            2268288.00000       
36.17000            -195.85898          12.00000            2270016.00000       
36.19000            -196.09587          10.00000            2271456.00000       
36.21000            -195.94959          14.00000            2273472.00000       
36.23000            -196.56924          6.00000             2274336.00000       
36.25000            -196.42310          10.00000            2275776.00000       
36.27000            -195.89483          20.00000            2278656.00000       
36.29000            -196.38645          14.00000            2280672.00000       
36.31000            -196.75032          10.00000            2282112.00000       
36.33000            -196.47762          16.00000            2284416.00000       
36.35000            -196.33253          20.00000            2287296.00000       
36.37000            -197.07754          10.00000            2288736.00000       
36.39000            -196.93252          14.00000            2290752.00000       
36.41000            -196.66080          20.00000            2293632.00000       
36.43000            -196.89713          18.00000            2296224.00000       
36.45000            -197.51383          10.00000            2297664.00000       
36.47000            -196.22845          32.00000            2302272.00000       
36.49000            -197.98537          6.00000             2303136.00000       
36.51000            -197.08126          22.00000            2306304.00000       
36.53000            -197.69699          14.00000            2308320.00000       
36.55000            -197.42672          20.00000            2311200.00000       
36.57000            -197.40972          22.00000            2314368.00000       
36.59000            -198.27732          10.00000            2315808.00000       
36.61000            -198.13382          14.00000            2317824.00000       
36.63000            -198.49545          10.00000            2319264.00000       
36.65000            -197.97379          20.00000            2322144.00000       
36.67000            -199.09182          4.00000             2322720.00000       
36.69000            -198.94866          8.00000             2323872.00000       
36.71000            -199.05766          8.00000             2325024.00000       
36.73000            -199.04079          10.00000            2326464.00000       
36.75000            -199.14985          10.00000            2327904.00000       
36.77000            -199.13319          12.00000            2329632.00000       
36.79000            -198.99099          16.00000            2331936.00000       
36.81000            -199.22585          14.00000            2333952.00000       
36.83000            -199.83717          6.00000             2334816.00000       
36.85000            -199.69518          10.00000            2336256.00000       
36.87000            -199.55345          14.00000            2338272.00000       
36.89000            -200.16395          6.00000             2339136.00000       
36.91000            -200.14762          8.00000             2340288.00000       
36.93000            -200.00624          12.00000            2342016.00000       
36.95000            -200.11537          12.00000            2343744.00000       
36.97000            -200.22450          12.00000            2345472.00000       
36.99000            -200.70859          6.00000             2346336.00000       
37.01000            -200.44276          12.00000            2348064.00000       
37.03000            -200.17733          18.00000            2350656.00000       
37.05000            -201.16015          4.00000             2351232.00000       
37.07000            -200.27127          20.00000            2354112.00000       
37.09000            -200.50532          18.00000            2356704.00000       
37.11000            -200.73923          16.00000            2359008.00000       
37.13000            -201.09752          12.00000            2360736.00000       
37.15000            -200.45995          24.00000            2364192.00000       
37.17000            -201.44015          10.00000            2365632.00000       
37.19000            -201.54921          10.00000            2367072.00000       
37.21000            -201.16127          18.00000            2369664.00000       
37.23000            -201.14642          20.00000            2372544.00000       
37.25000            -201.62815          14.00000            2374560.00000       
37.27000            -201.86139          12.00000            2376288.00000       
37.29000            -202.09449          10.00000            2377728.00000       
37.31000            -202.32746          8.00000             2378880.00000       
37.33000            -202.06490          14.00000            2380896.00000       
37.35000            -201.92653          18.00000            2383488.00000       
37.37000            -202.03585          18.00000            2386080.00000       
37.39000            -202.88706          6.00000             2386944.00000       
37.41000            -202.74882          10.00000            2388384.00000       
37.43000            -202.73435          12.00000            2390112.00000       
37.45000            -202.59657          16.00000            2392416.00000       
37.47000            -203.56952          2.00000             2392704.00000       
37.49000            -202.56843          20.00000            2395584.00000       
37.51000            -202.92432          16.00000            2397888.00000       
37.53000            -203.03357          16.00000            2400192.00000       
37.55000            -203.75843          6.00000             2401056.00000       
37.57000            -202.63678          26.00000            2404800.00000       
37.59000            -203.73028          10.00000            2406240.00000       
37.61000            -203.96226          8.00000             2407392.00000       
37.63000            -203.94838          10.00000            2408832.00000       
37.65000            -204.30303          6.00000             2409696.00000       
37.67000            -204.04375          12.00000            2411424.00000       
37.69000            -204.03020          14.00000            2413440.00000       
37.71000            -204.62978          6.00000             2414304.00000       
37.73000            -204.98377          2.00000             2414592.00000       
37.75000            -204.72515          8.00000             2415744.00000       
37.77000            -204.09970          20.00000            2418624.00000       
