# gr.py output, gr.py by Lukasz Cwiklik, cwiklik<at>gmail.com
# radial distribution function for atoms: K and K
# periodic boundary conditions used (box size: 77.9756 x 67.5288 x 9.04)
# number of analyzed time frames: 1
#r                  G(r)_norm           g(r)_unnonorm       g(r)_unnorm_cumsum  
11.91000            -63.96830           4.00000             248832.00000        
11.93000            -64.07832           4.00000             249408.00000        
11.95000            -64.57523           2.00000             249696.00000        
11.97000            -65.07083           0.00000             249696.00000        
11.99000            -64.79396           2.00000             249984.00000        
12.01000            -64.90333           2.00000             250272.00000        
12.03000            -65.39700           0.00000             250272.00000        
12.05000            -64.35471           6.00000             251136.00000        
12.07000            -65.23141           2.00000             251424.00000        
12.09000            -64.95836           4.00000             252000.00000        
12.11000            -65.45012           2.00000             252288.00000        
12.13000            -64.79719           6.00000             253152.00000        
12.15000            -64.90780           6.00000             254016.00000        
12.17000            -65.77817           2.00000             254304.00000        
12.19000            -66.26679           0.00000             254304.00000        
12.21000            -66.37551           0.00000             254304.00000        
12.23000            -65.35016           6.00000             255168.00000        
12.25000            -65.08332           8.00000             256320.00000        
12.27000            -66.32489           2.00000             256608.00000        
12.29000            -66.05804           4.00000             257184.00000        
12.31000            -66.16799           4.00000             257760.00000        
12.33000            -66.65289           2.00000             258048.00000        
12.35000            -66.38787           4.00000             258624.00000        
12.37000            -66.87155           2.00000             258912.00000        
12.39000            -66.60773           4.00000             259488.00000        
12.41000            -65.60003           10.00000            260928.00000        
12.43000            -66.08369           8.00000             262080.00000        
12.45000            -67.30884           2.00000             262368.00000        
12.47000            -66.30591           8.00000             263520.00000        
12.49000            -65.67670           12.00000            265248.00000        
12.51000            -66.52810           8.00000             266400.00000        
12.53000            -67.00816           6.00000             267264.00000        
12.55000            -66.01348           12.00000            268992.00000        
12.57000            -67.22913           6.00000             269856.00000        
12.59000            -66.23795           12.00000            271584.00000        
12.61000            -66.71680           10.00000            273024.00000        
12.63000            -65.73027           16.00000            275328.00000        
12.65000            -66.94005           10.00000            276768.00000        
12.67000            -68.87614           0.00000             276768.00000        
12.69000            -66.07029           16.00000            279072.00000        
12.71000            -68.00234           6.00000             279936.00000        
12.73000            -67.02325           12.00000            281664.00000        
12.75000            -67.13539           12.00000            283392.00000        
12.77000            -67.97160           8.00000             284544.00000        
12.79000            -69.16701           2.00000             284832.00000        
12.81000            -68.91539           4.00000             285408.00000        
12.83000            -69.02523           4.00000             285984.00000        
12.85000            -67.69593           12.00000            287712.00000        
12.87000            -69.60415           2.00000             288000.00000        
12.89000            -69.71343           2.00000             288288.00000        
12.91000            -66.95779           18.00000            290880.00000        
12.93000            -68.14418           12.00000            292608.00000        
12.95000            -68.97024           8.00000             293760.00000        
12.97000            -68.36825           12.00000            295488.00000        
12.99000            -69.19208           8.00000             296640.00000        
13.01000            -68.23691           14.00000            298656.00000        
13.03000            -69.05908           10.00000            300096.00000        
13.05000            -69.52479           8.00000             301248.00000        
13.07000            -67.86704           18.00000            303840.00000        
13.09000            -69.39338           10.00000            305280.00000        
13.11000            -70.21010           6.00000             306144.00000        
13.13000            -69.96832           8.00000             307296.00000        
13.15000            -68.67287           16.00000            309600.00000        
13.17000            -69.83900           10.00000            311040.00000        
13.19000            -69.95039           10.00000            312480.00000        
13.21000            -70.76173           6.00000             313344.00000        
13.23000            -70.17313           10.00000            314784.00000        
13.25000            -71.68019           2.00000             315072.00000        
13.27000            -70.74424           8.00000             316224.00000        
13.29000            -69.81144           14.00000            318240.00000        
13.31000            -70.61853           10.00000            319680.00000        
13.33000            -69.68936           16.00000            321984.00000        
13.35000            -71.18749           8.00000             323136.00000        
13.37000            -71.64408           6.00000             324000.00000        
13.39000            -71.40907           8.00000             325152.00000        
13.41000            -70.83033           12.00000            326880.00000        
13.43000            -71.63063           8.00000             328032.00000        
13.45000            -72.42888           4.00000             328608.00000        
13.47000            -71.50894           10.00000            330048.00000        
13.49000            -71.27749           12.00000            331776.00000        
13.51000            -72.41589           6.00000             332640.00000        
13.53000            -73.55124           0.00000             332640.00000        
13.55000            -71.27157           14.00000            334656.00000        
13.57000            -72.40590           8.00000             335808.00000        
13.59000            -72.17643           10.00000            337248.00000        
13.61000            -72.96705           6.00000             338112.00000        
13.63000            -73.75566           2.00000             338400.00000        
13.65000            -73.52618           4.00000             338976.00000        
13.67000            -73.29769           6.00000             339840.00000        
13.69000            -72.39476           12.00000            341568.00000        
13.71000            -73.51810           6.00000             342432.00000        
13.73000            -71.60794           18.00000            345024.00000        
13.75000            -72.72978           12.00000            346752.00000        
13.77000            -74.52017           2.00000             347040.00000        
13.79000            -74.96464           0.00000             347040.00000        
13.81000            -74.40381           4.00000             347616.00000        
13.83000            -74.51351           4.00000             348192.00000        
13.85000            -74.95700           2.00000             348480.00000        
13.87000            -74.06622           8.00000             349632.00000        
13.89000            -74.84256           4.00000             350208.00000        
13.91000            -74.61987           6.00000             351072.00000        
13.93000            -74.06625           10.00000            352512.00000        
13.95000            -75.17160           4.00000             353088.00000        
13.97000            -75.61221           2.00000             353376.00000        
13.99000            -75.39094           4.00000             353952.00000        
14.01000            -74.51061           10.00000            355392.00000        
14.03000            -74.95122           8.00000             356544.00000        
14.05000            -75.71993           4.00000             357120.00000        
14.07000            -75.82959           4.00000             357696.00000        
14.09000            -75.61112           6.00000             358560.00000        
14.11000            -76.37656           2.00000             358848.00000        
14.13000            -76.81294           0.00000             358848.00000        
14.15000            -76.26820           4.00000             359424.00000        
14.17000            -76.70411           2.00000             359712.00000        
14.19000            -76.48748           4.00000             360288.00000        
14.21000            -76.92248           2.00000             360576.00000        
14.23000            -76.38187           6.00000             361440.00000        
14.25000            -76.49196           6.00000             362304.00000        
14.27000            -76.60205           6.00000             363168.00000        
14.29000            -77.35919           2.00000             363456.00000        
14.31000            -77.14529           4.00000             364032.00000        
14.33000            -76.93229           6.00000             364896.00000        
14.35000            -77.04236           6.00000             365760.00000        
14.37000            -76.83070           8.00000             366912.00000        
14.39000            -77.26249           6.00000             367776.00000        
14.41000            -77.05172           8.00000             368928.00000        
14.43000            -78.44378           0.00000             368928.00000        
14.45000            -78.23256           2.00000             369216.00000        
14.47000            -78.34172           2.00000             369504.00000        
14.49000            -77.81276           6.00000             370368.00000        
14.51000            -77.92280           6.00000             371232.00000        
14.53000            -77.07828           12.00000            372960.00000        
14.55000            -78.46062           4.00000             373536.00000        
14.57000            -77.30097           12.00000            375264.00000        
14.59000            -78.04606           8.00000             376416.00000        
14.61000            -78.78940           4.00000             376992.00000        
14.63000            -79.21500           2.00000             377280.00000        
14.65000            -79.32416           2.00000             377568.00000        
14.67000            -79.43331           2.00000             377856.00000        
14.69000            -79.22774           4.00000             378432.00000        
14.71000            -78.70874           8.00000             379584.00000        
14.73000            -78.81917           8.00000             380736.00000        
14.75000            -79.55647           4.00000             381312.00000        
14.77000            -79.04001           8.00000             382464.00000        
14.79000            -79.46302           6.00000             383328.00000        
14.81000            -79.57301           6.00000             384192.00000        
14.83000            -79.37125           8.00000             385344.00000        
14.85000            -80.41564           2.00000             385632.00000        
14.87000            -79.90296           6.00000             386496.00000        
14.89000            -79.70244           8.00000             387648.00000        
14.91000            -79.81283           8.00000             388800.00000        
14.93000            -80.85220           2.00000             389088.00000        
14.95000            -80.96134           2.00000             389376.00000        
14.97000            -79.83514           10.00000            390816.00000        
14.99000            -80.87119           4.00000             391392.00000        
15.01000            -80.98073           4.00000             391968.00000        
15.03000            -81.09028           4.00000             392544.00000        
15.05000            -80.27824           10.00000            393984.00000        
15.07000            -81.00257           6.00000             394848.00000        
15.09000            -80.80614           8.00000             396000.00000        
15.11000            -81.22245           6.00000             396864.00000        
15.13000            -82.24910           0.00000             396864.00000        
15.15000            -80.52683           12.00000            398592.00000        
15.17000            -81.24749           8.00000             399744.00000        
15.19000            -82.27090           2.00000             400032.00000        
15.21000            -81.16418           10.00000            401472.00000        
15.23000            -81.27490           10.00000            402912.00000        
15.25000            -82.29511           4.00000             403488.00000        
15.27000            -81.79909           8.00000             404640.00000        
15.29000            -82.51414           4.00000             405216.00000        
15.31000            -82.62365           4.00000             405792.00000        
15.33000            -82.73316           4.00000             406368.00000        
15.35000            -82.24029           8.00000             407520.00000        
15.37000            -83.25298           2.00000             407808.00000        
15.39000            -81.86006           12.00000            409536.00000        
15.41000            -82.57116           8.00000             410688.00000        
15.43000            -82.08218           12.00000            412416.00000        
15.45000            -81.89399           14.00000            414432.00000        
15.47000            -83.79854           2.00000             414720.00000        
15.49000            -83.31071           6.00000             415584.00000        
15.51000            -83.71867           4.00000             416160.00000        
15.53000            -83.23277           8.00000             417312.00000        
15.55000            -83.93765           4.00000             417888.00000        
15.57000            -83.75021           6.00000             418752.00000        
15.59000            -84.15662           4.00000             419328.00000        
15.61000            -84.56228           2.00000             419616.00000        
15.63000            -83.19241           12.00000            421344.00000        
15.65000            -83.59882           10.00000            422784.00000        
15.67000            -83.70943           10.00000            424224.00000        
15.69000            -83.82003           10.00000            425664.00000        
15.71000            -84.81349           4.00000             426240.00000        
15.73000            -83.74731           12.00000            427968.00000        
15.75000            -84.44536           8.00000             429120.00000        
15.77000            -85.14190           4.00000             429696.00000        
15.79000            -85.83696           0.00000             429696.00000        
15.81000            -84.48356           10.00000            431136.00000        
15.83000            -84.59413           10.00000            432576.00000        
15.85000            -83.82963           16.00000            434880.00000        
15.87000            -85.10657           8.00000             436032.00000        
15.89000            -85.79867           4.00000             436608.00000        
15.91000            -85.03636           10.00000            438048.00000        
15.93000            -84.85669           12.00000            439776.00000        
15.95000            -85.54731           8.00000             440928.00000        
15.97000            -86.23648           4.00000             441504.00000        
15.99000            -86.34593           4.00000             442080.00000        
16.01000            -85.30028           12.00000            443808.00000        
16.03000            -86.27640           6.00000             444672.00000        
16.05000            -86.67426           4.00000             445248.00000        
16.07000            -86.20831           8.00000             446400.00000        
16.09000            -86.03112           10.00000            447840.00000        
16.11000            -87.00257           4.00000             448416.00000        
16.13000            -87.11201           4.00000             448992.00000        
16.15000            -86.64890           8.00000             450144.00000        
16.17000            -86.47312           10.00000            451584.00000        
16.19000            -85.72693           16.00000            453888.00000        
16.21000            -86.12368           14.00000            455904.00000        
16.23000            -87.08944           8.00000             457056.00000        
16.25000            -86.63055           12.00000            458784.00000        
16.27000            -86.74137           12.00000            460512.00000        
16.29000            -87.70361           6.00000             461376.00000        
16.31000            -87.81338           6.00000             462240.00000        
16.33000            -87.92315           6.00000             463104.00000        
16.35000            -87.18460           12.00000            464832.00000        
16.37000            -88.14267           6.00000             465696.00000        
16.39000            -87.12411           14.00000            467712.00000        
16.41000            -88.08044           8.00000             468864.00000        
16.43000            -87.90915           10.00000            470304.00000        
16.45000            -87.73853           12.00000            472032.00000        
16.47000            -89.25284           2.00000             472320.00000        
16.49000            -87.96007           12.00000            474048.00000        
16.51000            -88.63089           8.00000             475200.00000        
16.53000            -88.74097           8.00000             476352.00000        
16.55000            -88.57169           10.00000            477792.00000        
16.57000            -88.96111           8.00000             478944.00000        
16.59000            -88.23515           14.00000            480960.00000        
16.61000            -88.06788           16.00000            483264.00000        
16.63000            -89.84732           4.00000             483840.00000        
16.65000            -88.84602           12.00000            485568.00000        
16.67000            -88.95674           12.00000            487296.00000        
16.69000            -89.62148           8.00000             488448.00000        
16.71000            -89.73153           8.00000             489600.00000        
16.73000            -90.67061           2.00000             489888.00000        
16.75000            -90.77966           2.00000             490176.00000        
16.77000            -88.40754           20.00000            493056.00000        
16.79000            -89.34562           14.00000            495072.00000        
16.81000            -90.55675           6.00000             495936.00000        
16.83000            -90.39176           8.00000             497088.00000        
16.85000            -89.67865           14.00000            499104.00000        
16.87000            -90.61181           8.00000             500256.00000        
16.89000            -90.72183           8.00000             501408.00000        
16.91000            -90.83185           8.00000             502560.00000        
16.93000            -90.66878           10.00000            504000.00000        
16.95000            -90.50636           12.00000            505728.00000        
16.97000            -90.61701           12.00000            507456.00000        
16.99000            -90.72766           12.00000            509184.00000        
17.01000            -91.11010           10.00000            510624.00000        
17.03000            -91.49189           8.00000             511776.00000        
17.05000            -91.05957           12.00000            513504.00000        
17.07000            -92.25356           4.00000             514080.00000        
17.09000            -91.82187           8.00000             515232.00000        
17.11000            -92.20207           6.00000             516096.00000        
17.13000            -91.50206           12.00000            517824.00000        
17.15000            -92.15183           8.00000             518976.00000        
17.17000            -91.99254           10.00000            520416.00000        
17.19000            -92.64073           6.00000             521280.00000        
17.21000            -92.21312           10.00000            522720.00000        
17.23000            -92.59173           8.00000             523872.00000        
17.25000            -90.82559           22.00000            527040.00000        
17.27000            -92.27625           12.00000            528768.00000        
17.29000            -93.45641           4.00000             529344.00000        
17.31000            -93.83284           2.00000             529632.00000        
17.33000            -93.14154           8.00000             530784.00000        
17.35000            -93.25149           8.00000             531936.00000        
17.37000            -93.09528           10.00000            533376.00000        
17.39000            -94.53482           0.00000             533376.00000        
17.41000            -93.58133           8.00000             534528.00000        
17.43000            -94.22177           4.00000             535104.00000        
17.45000            -93.27133           12.00000            536832.00000        
17.47000            -93.38187           12.00000            538560.00000        
17.49000            -94.02109           8.00000             539712.00000        
17.51000            -94.65909           4.00000             540288.00000        
17.53000            -93.97721           10.00000            541728.00000        
17.55000            -94.35087           8.00000             542880.00000        
17.57000            -94.19766           10.00000            544320.00000        
17.59000            -95.35921           2.00000             544608.00000        
17.61000            -95.46824           2.00000             544896.00000        
17.63000            -94.79054           8.00000             546048.00000        
17.65000            -95.16240           6.00000             546912.00000        
17.67000            -95.01036           8.00000             548064.00000        
17.69000            -94.59757           12.00000            549792.00000        
17.71000            -95.75228           4.00000             550368.00000        
17.73000            -95.34008           8.00000             551520.00000        
17.75000            -96.23137           2.00000             551808.00000        
17.77000            -95.03953           12.00000            553536.00000        
17.79000            -94.89013           14.00000            555552.00000        
17.81000            -96.55842           2.00000             555840.00000        
17.83000            -95.11165           14.00000            557856.00000        
17.85000            -96.51744           4.00000             558432.00000        
17.87000            -96.62674           4.00000             559008.00000        
17.89000            -96.73604           4.00000             559584.00000        
17.91000            -96.32907           8.00000             560736.00000        
17.93000            -97.21249           2.00000             561024.00000        
17.95000            -96.80638           6.00000             561888.00000        
17.97000            -97.43051           2.00000             562176.00000        
17.99000            -96.76855           8.00000             563328.00000        
18.01000            -97.39183           4.00000             563904.00000        
18.03000            -97.24470           6.00000             564768.00000        
18.05000            -96.84200           10.00000            566208.00000        
18.07000            -95.41703           22.00000            569376.00000        
18.09000            -98.34013           0.00000             569376.00000        
18.11000            -97.42770           8.00000             570528.00000        
18.13000            -97.02754           12.00000            572256.00000        
18.15000            -98.41157           2.00000             572544.00000        
18.17000            -98.01169           6.00000             573408.00000        
18.19000            -98.12125           6.00000             574272.00000        
18.21000            -97.72304           10.00000            575712.00000        
18.23000            -98.59398           4.00000             576288.00000        
18.25000            -98.44993           6.00000             577152.00000        
18.27000            -98.81253           4.00000             577728.00000        
18.29000            -98.66904           6.00000             578592.00000        
18.31000            -99.03109           4.00000             579168.00000        
18.33000            -98.63591           8.00000             580320.00000        
18.35000            -97.73794           16.00000            582624.00000        
18.37000            -98.85556           8.00000             583776.00000        
18.39000            -99.21678           6.00000             584640.00000        
18.41000            -99.57745           4.00000             585216.00000        
18.43000            -98.68329           12.00000            586944.00000        
18.45000            -100.29715          0.00000             586944.00000        
18.47000            -99.90525           4.00000             587520.00000        
18.49000            -100.01451          4.00000             588096.00000        
18.51000            -100.37355          2.00000             588384.00000        
18.53000            -100.23304          4.00000             588960.00000        
18.55000            -99.34537           12.00000            590688.00000        
18.57000            -100.20259          6.00000             591552.00000        
18.59000            -99.81473           10.00000            592992.00000        
18.61000            -100.67007          4.00000             593568.00000        
18.63000            -99.53852           14.00000            595584.00000        
18.65000            -99.40121           16.00000            597888.00000        
18.67000            -100.00732          12.00000            599616.00000        
18.69000            -100.61236          8.00000             600768.00000        
18.71000            -101.46345          2.00000             601056.00000        
18.73000            -100.09141          14.00000            603072.00000        
18.75000            -99.95541           16.00000            605376.00000        
18.77000            -100.31254          14.00000            607392.00000        
18.79000            -101.65334          4.00000             607968.00000        
18.81000            -101.02523          10.00000            609408.00000        
18.83000            -101.38078          8.00000             610560.00000        
18.85000            -100.50949          16.00000            612864.00000        
18.87000            -101.84532          6.00000             613728.00000        
18.89000            -101.95482          6.00000             614592.00000        
18.91000            -101.57534          10.00000            616032.00000        
18.93000            -100.70844          18.00000            618624.00000        
18.95000            -103.01523          0.00000             618624.00000        
18.97000            -101.66167          12.00000            620352.00000        
18.99000            -102.01539          10.00000            621792.00000        
19.01000            -102.85499          4.00000             622368.00000        
19.03000            -102.47834          8.00000             623520.00000        
19.05000            -102.34539          10.00000            624960.00000        
19.07000            -102.94026          6.00000             625824.00000        
19.09000            -102.56538          10.00000            627264.00000        
19.11000            -103.40115          4.00000             627840.00000        
19.13000            -103.26871          6.00000             628704.00000        
19.15000            -102.65392          12.00000            630432.00000        
19.17000            -102.76415          12.00000            632160.00000        
19.19000            -102.39255          16.00000            634464.00000        
19.21000            -104.18796          2.00000             634752.00000        
19.23000            -103.09484          12.00000            636480.00000        
19.25000            -103.20506          12.00000            638208.00000        
19.27000            -103.55520          10.00000            639648.00000        
19.29000            -103.66517          10.00000            641088.00000        
19.31000            -103.05686          16.00000            643392.00000        
19.33000            -102.68922          20.00000            646272.00000        
19.35000            -104.71183          4.00000             646848.00000        
19.37000            -104.34369          8.00000             648000.00000        
19.39000            -104.69183          6.00000             648864.00000        
19.41000            -104.80129          6.00000             649728.00000        
19.43000            -104.43486          10.00000            651168.00000        
19.45000            -104.54481          10.00000            652608.00000        
19.47000            -103.70493          18.00000            655200.00000        
19.49000            -105.00191          8.00000             656352.00000        
19.51000            -105.58554          4.00000             656928.00000        
19.53000            -104.98457          10.00000            658368.00000        
19.55000            -104.85802          12.00000            660096.00000        
19.57000            -104.49571          16.00000            662400.00000        
19.59000            -105.07836          12.00000            664128.00000        
19.61000            -105.42429          10.00000            665568.00000        
19.63000            -106.24078          4.00000             666144.00000        
19.65000            -104.93830          16.00000            668448.00000        
19.67000            -105.28398          14.00000            670464.00000        
19.69000            -105.39437          14.00000            672480.00000        
19.71000            -105.73932          12.00000            674208.00000        
19.73000            -106.08380          10.00000            675648.00000        
19.75000            -105.72553          14.00000            677664.00000        
19.77000            -106.53747          8.00000             678816.00000        
19.79000            -106.64714          8.00000             679968.00000        
19.81000            -105.58991          18.00000            682560.00000        
19.83000            -105.93389          16.00000            684864.00000        
19.85000            -106.74322          10.00000            686304.00000        
19.87000            -106.62044          12.00000            688032.00000        
19.89000            -106.49813          14.00000            690048.00000        
19.91000            -106.37628          16.00000            692352.00000        
19.93000            -106.48687          16.00000            694656.00000        
19.95000            -106.59745          16.00000            696960.00000        
19.97000            -107.63407          8.00000             698112.00000        
19.99000            -107.51244          10.00000            699552.00000        
20.01000            -107.62232          10.00000            700992.00000        
20.03000            -107.50138          12.00000            702720.00000        
20.05000            -108.07266          8.00000             703872.00000        
20.07000            -107.95194          10.00000            705312.00000        
20.09000            -108.52207          6.00000             706176.00000        
20.11000            -107.94178          12.00000            707904.00000        
20.13000            -108.05188          12.00000            709632.00000        
20.15000            -108.62085          8.00000             710784.00000        
20.17000            -108.95970          6.00000             711648.00000        
20.19000            -109.06910          6.00000             712512.00000        
20.21000            -109.40727          4.00000             713088.00000        
20.23000            -108.83084          10.00000            714528.00000        
20.25000            -107.79915          20.00000            717408.00000        
20.27000            -109.27862          8.00000             718560.00000        
20.29000            -109.38825          8.00000             719712.00000        
20.31000            -109.04260          12.00000            721440.00000        
20.33000            -108.92525          14.00000            723456.00000        
20.35000            -110.39866          2.00000             723744.00000        
20.37000            -109.59975          10.00000            725184.00000        
20.39000            -110.16307          6.00000             726048.00000        
20.41000            -109.81942          10.00000            727488.00000        
20.43000            -110.83445          2.00000             727776.00000        
20.45000            -109.81301          12.00000            729504.00000        
20.47000            -110.14891          10.00000            730944.00000        
20.49000            -110.93564          4.00000             731520.00000        
20.51000            -110.14315          12.00000            733248.00000        
20.53000            -110.25319          12.00000            734976.00000        
20.55000            -111.03815          6.00000             735840.00000        
20.57000            -110.69802          10.00000            737280.00000        
20.59000            -111.25691          6.00000             738144.00000        
20.61000            -110.69333          12.00000            739872.00000        
20.63000            -111.25156          8.00000             741024.00000        
20.65000            -111.36115          8.00000             742176.00000        
20.67000            -111.69441          6.00000             743040.00000        
20.69000            -111.13342          12.00000            744768.00000        
20.71000            -112.35963          2.00000             745056.00000        
20.73000            -111.79950          8.00000             746208.00000        
20.75000            -111.24066          14.00000            748224.00000        
20.77000            -112.01867          8.00000             749376.00000        
20.79000            -112.12825          8.00000             750528.00000        
20.81000            -112.23782          8.00000             751680.00000        
20.83000            -112.34740          8.00000             752832.00000        
20.85000            -112.67871          6.00000             753696.00000        
20.87000            -112.56655          8.00000             754848.00000        
20.89000            -112.89743          6.00000             755712.00000        
20.91000            -111.90128          16.00000            758016.00000        
20.93000            -113.33704          4.00000             758592.00000        
20.95000            -113.00482          8.00000             759744.00000        
20.97000            -112.89392          10.00000            761184.00000        
20.99000            -113.00369          10.00000            762624.00000        
21.01000            -112.67336          14.00000            764640.00000        
21.03000            -113.44307          8.00000             765792.00000        
21.05000            -113.55263          8.00000             766944.00000        
21.07000            -113.88161          6.00000             767808.00000        
21.09000            -113.77175          8.00000             768960.00000        
21.11000            -113.22428          14.00000            770976.00000        
21.13000            -113.77205          10.00000            772416.00000        
21.15000            -114.53759          4.00000             772992.00000        
21.17000            -114.42834          6.00000             773856.00000        
21.19000            -114.31950          8.00000             775008.00000        
21.21000            -114.42905          8.00000             776160.00000        
21.23000            -114.53859          8.00000             777312.00000        
21.25000            -114.64813          8.00000             778464.00000        
21.27000            -113.88823          16.00000            780768.00000        
21.29000            -115.30153          4.00000             781344.00000        
21.31000            -115.41066          4.00000             781920.00000        
21.33000            -114.86954          10.00000            783360.00000        
21.35000            -115.84546          2.00000             783648.00000        
21.37000            -115.52170          6.00000             784512.00000        
21.39000            -114.76647          14.00000            786528.00000        
21.41000            -115.09255          12.00000            788256.00000        
21.43000            -115.41821          10.00000            789696.00000        
21.45000            -115.09687          14.00000            791712.00000        
21.47000            -116.49901          2.00000             792000.00000        
21.49000            -116.39280          4.00000             792576.00000        
21.51000            -115.42725          14.00000            794592.00000        
21.53000            -115.96684          10.00000            796032.00000        
21.55000            -116.07656          10.00000            797472.00000        
21.57000            -116.61495          6.00000             798336.00000        
21.59000            -116.29599          10.00000            799776.00000        
21.61000            -116.61965          8.00000             800928.00000        
21.63000            -116.51542          10.00000            802368.00000        
21.65000            -116.19804          14.00000            804384.00000        
21.67000            -116.94819          8.00000             805536.00000        
21.69000            -117.05770          8.00000             806688.00000        
21.71000            -116.31539          16.00000            808992.00000        
21.73000            -116.42568          16.00000            811296.00000        
21.75000            -116.74853          14.00000            813312.00000        
21.77000            -117.07099          12.00000            815040.00000        
21.79000            -117.39305          10.00000            816480.00000        
21.81000            -117.50275          10.00000            817920.00000        
21.83000            -117.82423          8.00000             819072.00000        
21.85000            -117.72214          10.00000            820512.00000        
21.87000            -116.98624          18.00000            823104.00000        
21.89000            -117.09670          18.00000            825696.00000        
21.91000            -117.84019          12.00000            827424.00000        
21.93000            -117.95007          12.00000            829152.00000        
21.95000            -118.05995          12.00000            830880.00000        
21.97000            -118.16982          12.00000            832608.00000        
21.99000            -117.01823          24.00000            836064.00000        
22.01000            -118.17951          14.00000            838080.00000        
22.03000            -118.28957          14.00000            840096.00000        
22.05000            -118.60929          12.00000            841824.00000        
22.07000            -119.76656          2.00000             842112.00000        
22.09000            -119.03831          10.00000            843552.00000        
22.11000            -118.52067          16.00000            845856.00000        
22.13000            -118.63091          16.00000            848160.00000        
22.15000            -118.32369          20.00000            851040.00000        
22.17000            -119.05991          14.00000            853056.00000        
22.19000            -119.37829          12.00000            854784.00000        
22.21000            -119.48814          12.00000            856512.00000        
22.23000            -120.22191          6.00000             857376.00000        
22.25000            -120.53898          4.00000             857952.00000        
22.27000            -120.23288          8.00000             859104.00000        
22.29000            -119.72010          14.00000            861120.00000        
22.31000            -120.03736          12.00000            862848.00000        
22.33000            -120.56128          8.00000             864000.00000        
22.35000            -120.46388          10.00000            865440.00000        
22.37000            -120.57353          10.00000            866880.00000        
22.39000            -120.68318          10.00000            868320.00000        
22.41000            -120.99913          8.00000             869472.00000        
22.43000            -120.49023          14.00000            871488.00000        
22.45000            -121.62991          4.00000             872064.00000        
22.47000            -121.73900          4.00000             872640.00000        
22.49000            -121.23138          10.00000            874080.00000        
22.51000            -121.95718          4.00000             874656.00000        
22.53000            -120.01423          24.00000            878112.00000        
22.55000            -121.56029          10.00000            879552.00000        
22.57000            -120.85056          18.00000            882144.00000        
22.59000            -122.39353          4.00000             882720.00000        
22.61000            -121.68470          12.00000            884448.00000        
22.63000            -122.20310          8.00000             885600.00000        
22.65000            -122.31255          8.00000             886752.00000        
22.67000            -122.21805          10.00000            888192.00000        
22.69000            -122.53143          8.00000             889344.00000        
22.71000            -122.43730          10.00000            890784.00000        
22.73000            -122.54692          10.00000            892224.00000        
22.75000            -122.65653          10.00000            893664.00000        
22.77000            -122.76615          10.00000            895104.00000        
22.79000            -122.47004          14.00000            897120.00000        
22.81000            -122.98538          10.00000            898560.00000        
22.83000            -122.68997          14.00000            900576.00000        
22.85000            -122.39527          18.00000            903168.00000        
22.87000            -123.71851          6.00000             904032.00000        
22.89000            -123.42381          10.00000            905472.00000        
22.91000            -122.52441          20.00000            908352.00000        
22.93000            -123.84464          8.00000             909504.00000        
22.95000            -123.95407          8.00000             910656.00000        
22.97000            -123.25840          16.00000            912960.00000        
22.99000            -123.77072          12.00000            914688.00000        
23.01000            -124.28234          8.00000             915840.00000        
